trial,phase,steps,numerosity,reliable,knowledge,with_block,no_block
0,explore,500.0,92.5,2.5,0.0,0.0,0.0
1,explore,500.0,158.0,10.5,2.9069767441860463,1.1904761904761905,3.2407407407407405
2,explore,500.0,248.5,28.5,13.953488372093023,1.1904761904761905,16.435185185185183
3,explore,500.0,307.0,34.0,12.5968992248062,1.1904761904761905,14.814814814814813
4,explore,500.0,356.5,51.0,41.66666666666667,2.380952380952381,49.30555555555556
5,explore,500.0,374.0,65.0,61.82170542635659,2.380952380952381,73.37962962962963
6,explore,500.0,374.5,72.0,63.75968992248062,3.571428571428571,75.46296296296296
7,explore,500.0,378.5,80.0,66.86046511627907,4.761904761904762,78.93518518518519
8,explore,500.0,378.5,88.5,68.02325581395348,5.9523809523809526,80.09259259259258
9,explore,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
10,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
11,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
12,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
13,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
14,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
15,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
16,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
17,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
18,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
19,exploit,500.0,385.0,93.0,68.2170542635659,5.9523809523809526,80.32407407407408
