trial,phase,steps,numerosity,reliable,knowledge,with_block,no_block
0,explore,500.0,150.95999999999998,5.079999999999999,1.895833333333333,0.1875,2.75
1,explore,500.0,178.59999999999997,22.73,14.583333333333332,5.624999999999999,19.0625
2,explore,500.0,180.99,49.84000000000001,42.625,20.5625,53.65625
3,explore,500.0,177.79000000000005,73.24999999999999,62.85416666666668,41.875,73.34374999999999
4,explore,500.0,174.8,91.51,75.60416666666666,61.1875,82.81249999999999
5,explore,500.0,171.07999999999996,106.04,84.0208333333333,75.87499999999997,88.09374999999996
6,explore,499.97,166.78999999999994,118.02,90.375,86.50000000000004,92.3125
7,explore,500.0,162.99000000000007,126.83,94.8125,93.0625,95.68750000000004
8,explore,500.0,159.16000000000003,134.06,97.79166666666663,97.0625,98.15624999999999
9,explore,500.0,155.4599999999999,139.48000000000005,99.06249999999999,99.0,99.09375
10,explore,500.0,152.92999999999995,143.01000000000005,99.58333333333336,99.625,99.56249999999999
11,explore,500.0,151.17000000000004,145.23,99.81250000000001,99.9375,99.75
12,explore,500.0,149.51000000000002,146.48999999999992,99.97916666666669,100.0,99.96875
13,explore,500.0,148.70999999999998,146.9,100.0,100.0,100.0
14,explore,500.0,148.12000000000003,147.15,100.0,100.0,100.0
15,explore,500.0,147.72000000000008,147.23000000000005,100.0,100.0,100.0
16,explore,500.0,147.50000000000003,147.26,100.0,100.0,100.0
17,explore,500.0,147.41999999999993,147.26999999999992,100.0,100.0,100.0
18,explore,500.0,147.37999999999994,147.26999999999992,100.0,100.0,100.0
19,explore,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
20,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
21,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
22,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
23,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
24,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
25,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
26,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
27,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
28,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
29,exploit,500.0,147.33999999999986,147.26999999999992,100.0,100.0,100.0
