trial,knowledge,reward,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,1000,19.4,explore,19.4,16.3,0.0
1,0.0,1000,41.9,explore,41.9,47.8,0.0
2,0.0,1000,32.8,explore,32.8,72.0,0.0
3,0.0,1000,38.5,explore,38.5,99.2,0.0
4,0.0,0,27.4,explore,27.4,116.5,0.0
5,0.0,0,44.5,explore,44.5,141.8,0.0
6,0.0,0,34.0,explore,34.0,161.1,0.1
7,0.0,0,36.6,explore,36.6,181.8,0.2
8,0.0,1000,32.9,explore,32.9,202.6,0.2
9,0.0,0,43.2,explore,43.2,224.1,0.4
10,0.0,0,40.1,explore,40.1,244.4,0.6
11,0.0,0,40.1,explore,40.1,260.9,1.0
12,0.0,1000,26.5,explore,26.5,271.5,1.2
13,0.0,1000,41.7,explore,41.7,284.8,1.7
14,0.0,0,39.8,explore,39.8,299.3,2.1
15,0.0,1000,40.4,explore,40.4,309.8,2.6
16,0.0,1000,42.0,explore,42.0,322.0,3.1
17,0.0,0,42.6,explore,42.6,329.3,4.0
18,0.08695652173913043,1000,44.9,explore,44.9,336.0,4.7
19,0.34782608695652173,0,45.5,explore,45.5,343.3,5.6
20,0.34782608695652173,1000,41.4,explore,41.4,349.1,6.2
21,0.6086956521739132,0,39.5,explore,39.5,353.4,7.0
22,1.0434782608695652,0,43.6,explore,43.6,356.1,8.0
23,1.0434782608695652,0,38.2,explore,38.2,361.1,8.9
24,1.2173913043478264,1000,32.6,explore,32.6,361.8,9.2
25,1.5652173913043481,0,49.1,explore,49.1,364.2,10.1
26,1.8260869565217395,0,44.3,explore,44.3,365.2,10.8
27,2.173913043478261,1000,39.4,explore,39.4,367.7,11.7
28,2.4347826086956528,0,31.9,explore,31.9,369.7,12.1
29,2.6086956521739135,0,36.5,explore,36.5,371.0,12.6
30,2.8695652173913047,1000,35.2,explore,35.2,372.4,13.3
31,3.0434782608695654,1000,46.3,explore,46.3,373.9,14.1
32,3.304347826086957,0,36.5,explore,36.5,376.2,14.6
33,3.7391304347826093,0,35.4,explore,35.4,376.8,15.4
34,4.000000000000001,0,49.4,explore,49.4,378.5,16.7
35,4.2608695652173925,1000,40.1,explore,40.1,377.8,17.4
36,4.8695652173913055,1000,32.7,explore,32.7,378.8,18.9
37,5.217391304347827,0,37.8,explore,37.8,379.7,19.4
38,5.73913043478261,0,32.2,explore,32.2,380.3,20.6
39,6.086956521739132,1000,36.3,explore,36.3,381.2,21.0
40,6.695652173913045,0,40.0,explore,40.0,380.1,22.0
41,6.9565217391304355,0,42.1,explore,42.1,380.9,22.7
42,7.304347826086958,0,42.4,explore,42.4,380.5,23.7
43,8.173913043478262,0,37.7,explore,37.7,380.0,25.1
44,9.130434782608694,0,44.8,explore,44.8,379.5,27.0
45,10.26086956521739,0,50.0,explore,50.0,379.3,29.4
46,11.043478260869566,0,41.4,explore,41.4,379.2,31.0
47,11.826086956521737,1000,44.5,explore,44.5,378.3,32.3
48,12.34782608695652,0,46.6,explore,46.6,377.5,34.0
49,13.130434782608694,0,39.7,explore,39.7,376.9,35.5
50,13.652173913043478,0,36.7,explore,36.7,376.2,36.5
51,14.43478260869565,1000,46.0,explore,46.0,374.9,38.1
52,15.65217391304348,0,40.0,explore,40.0,374.3,40.0
53,16.260869565217387,0,39.7,explore,39.7,373.6,41.3
54,17.217391304347824,1000,45.5,explore,45.5,373.6,43.3
55,18.173913043478258,0,38.8,explore,38.8,372.0,44.8
56,19.47826086956522,1000,36.5,explore,36.5,371.3,46.7
57,20.43478260869565,1000,34.7,explore,34.7,370.9,47.9
58,20.956521739130434,1000,35.4,explore,35.4,370.4,49.2
59,22.08695652173913,1000,44.1,explore,44.1,369.7,51.3
60,23.565217391304344,1000,40.4,explore,40.4,368.9,53.8
61,24.608695652173914,0,38.1,explore,38.1,367.8,55.9
62,25.391304347826086,1000,35.9,explore,35.9,367.4,57.6
63,26.086956521739133,0,38.9,explore,38.9,366.9,59.8
64,26.956521739130437,0,44.5,explore,44.5,365.7,61.5
65,27.739130434782606,0,35.9,explore,35.9,365.6,63.3
66,29.043478260869563,1000,44.3,explore,44.3,364.8,65.7
67,29.739130434782606,1000,34.7,explore,34.7,365.3,67.0
68,30.69565217391305,0,35.6,explore,35.6,365.0,68.9
69,31.913043478260875,1000,40.2,explore,40.2,365.3,71.1
70,33.04347826086956,0,44.0,explore,44.0,365.6,73.6
71,33.65217391304348,0,34.1,explore,34.1,365.6,75.0
72,34.869565217391305,0,38.5,explore,38.5,365.5,77.3
73,35.39130434782608,1000,34.6,explore,34.6,365.6,78.4
74,36.78260869565218,1000,40.4,explore,40.4,365.0,81.5
75,38.17391304347826,1000,38.8,explore,38.8,365.2,83.7
76,38.95652173913043,0,34.2,explore,34.2,364.5,85.6
77,41.130434782608695,0,43.1,explore,43.1,363.3,89.1
78,42.086956521739125,1000,37.1,explore,37.1,363.0,91.2
79,42.956521739130444,1000,35.1,explore,35.1,362.8,93.2
80,43.73913043478261,0,32.1,explore,32.1,362.0,94.6
81,45.391304347826086,0,45.1,explore,45.1,360.1,97.7
82,46.78260869565217,0,46.0,explore,46.0,359.2,100.2
83,48.347826086956516,1000,41.0,explore,41.0,358.0,102.6
84,49.478260869565226,0,45.3,explore,45.3,357.1,105.3
85,50.173913043478265,1000,36.5,explore,36.5,356.1,106.9
86,51.47826086956521,0,36.4,explore,36.4,355.6,109.2
87,52.347826086956516,0,38.3,explore,38.3,355.0,111.9
88,53.47826086956521,1000,33.7,explore,33.7,354.8,114.4
89,54.173913043478265,0,39.4,explore,39.4,354.2,116.0
90,55.21739130434783,1000,47.8,explore,47.8,353.7,118.4
91,55.91304347826086,1000,34.0,explore,34.0,353.5,119.9
92,56.8695652173913,0,37.9,explore,37.9,352.8,122.8
93,57.65217391304348,0,33.5,explore,33.5,352.9,124.3
94,58.34782608695652,1000,39.7,explore,39.7,352.5,125.9
95,59.04347826086958,1000,30.2,explore,30.2,352.0,127.1
96,59.391304347826086,1000,41.5,explore,41.5,352.1,128.6
97,60.173913043478265,1000,29.0,explore,29.0,352.1,130.6
98,60.608695652173914,1000,31.6,explore,31.6,350.9,132.1
99,61.391304347826086,1000,28.6,explore,28.6,350.0,133.8
100,62.69565217391304,1000,44.3,explore,44.3,348.9,136.4
101,63.7391304347826,1000,28.0,explore,28.0,348.2,138.3
102,64.17391304347827,1000,26.3,explore,26.3,348.1,139.4
103,64.86956521739131,1000,27.9,explore,27.9,347.8,141.8
104,65.47826086956522,1000,38.7,explore,38.7,347.0,143.7
105,66.2608695652174,1000,33.8,explore,33.8,347.1,146.1
106,67.04347826086958,1000,35.1,explore,35.1,346.7,147.8
107,68.2608695652174,0,36.2,explore,36.2,346.2,150.4
108,68.5217391304348,0,29.3,explore,29.3,346.0,152.5
109,69.39130434782611,0,40.6,explore,40.6,345.6,154.6
110,69.7391304347826,1000,26.3,explore,26.3,345.0,156.1
111,70.69565217391303,1000,37.3,explore,37.3,343.6,158.3
112,71.21739130434781,1000,27.2,explore,27.2,342.9,159.8
113,72.17391304347825,0,44.2,explore,44.2,342.9,162.0
114,72.52173913043478,1000,34.1,explore,34.1,342.2,163.6
115,72.69565217391305,0,33.3,explore,33.3,342.1,165.0
