trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-641,-641,200,explore,200,105,0
1,0.0,-569,-1156,200,explore,200,192,0
2,0.0,-623,-1504,200,explore,200,274,2
3,0.0,-632,-2402,200,explore,200,361,2
4,0.0,-596,-2953,200,explore,200,428,2
5,0.0,-650,-3452,200,explore,200,465,2
6,0.0,-334,-3473,103,explore,103,539,2
7,0.0,-214,-4314,73,explore,73,597,2
8,0.0,-560,-5445,200,explore,200,653,2
9,0.0,-605,-6068,200,explore,200,747,2
10,0.0,-596,-5926,200,explore,200,770,3
11,0.0,-605,-6365,200,explore,200,862,3
12,0.0,-740,-5875,200,explore,200,894,3
13,0.0,-605,-6014,200,explore,200,974,3
14,0.0,-587,-5960,200,explore,200,1032,3
15,0.0,-533,-5630,200,explore,200,1126,3
16,0.0,-677,-6321,200,explore,200,1167,3
17,0.0,-659,-5886,200,explore,200,1183,3
18,0.0,-551,-5893,200,explore,200,1246,5
19,0.0,-641,-6608,200,explore,200,1262,6
20,0.0,-623,-6424,200,explore,200,1319,6
21,0.0,-641,-6797,200,explore,200,1347,8
22,0.0,-650,-6359,200,explore,200,1405,8
23,0.0,-632,-6707,200,explore,200,1444,8
24,0.0,-794,-6698,200,explore,200,1458,9
25,0.0,-659,-6707,200,explore,200,1494,10
26,0.0,-606,-6906,168,explore,168,1524,10
27,0.0,-658,-7111,184,explore,184,1538,10
28,0.0,-659,-6950,200,explore,200,1591,10
29,0.0,-685,-7147,184,explore,184,1629,10
30,0.0,-794,-7211,200,explore,200,1643,12
31,0.0,-866,-7652,200,explore,200,1659,12
32,0.0,-803,-7349,200,explore,200,1662,12
33,0.0,-812,-7886,200,explore,200,1668,12
34,0.0,-866,-7796,200,explore,200,1688,12
35,0.0,-821,-7688,200,explore,200,1705,12
36,0.0,-866,-8147,200,explore,200,1726,12
37,0.0,-821,-8498,200,explore,200,1814,12
38,0.0,-73,-7759,40,explore,40,1821,12
39,0.0,-529,-7100,127,explore,127,1857,12
40,0.0,-893,-8300,200,explore,200,1855,12
41,0.0,-1046,-8705,200,explore,200,1857,12
42,0.0,-884,-7715,200,explore,200,1938,12
43,0.0,-920,-7605,200,explore,200,1937,13
44,0.0,-875,-7732,200,explore,200,2007,13
45,0.0,-875,-8381,200,explore,200,2006,13
46,0.0,-965,-8192,200,explore,200,2009,14
47,0.0,-965,-8443,200,explore,200,2013,14
48,0.0,-956,-8242,200,explore,200,2013,18
49,0.0,-866,-8132,200,explore,200,2013,21
50,0.0,-1019,-8615,200,explore,200,2013,23
51,0.0,-974,-8723,200,explore,200,2014,24
52,0.0,-794,-8732,200,explore,200,2034,32
53,0.0,-956,-8426,200,explore,200,2066,35
54,0.0,-866,-6812,200,explore,200,2069,36
55,0.0,-602,-8441,146,explore,146,2087,36
56,0.0,-740,-8334,200,explore,200,2085,36
57,0.0,-902,-7814,200,explore,200,2087,36
58,0.0700280112044818,-794,-7220,200,explore,200,2122,37
59,0.0700280112044818,-785,-6635,200,explore,200,2123,39
60,0.0700280112044818,-866,-8327,200,explore,200,2121,40
61,0.0700280112044818,-1019,-8345,200,explore,200,2121,49
62,0.0700280112044818,-956,-7747,200,explore,200,2144,49
63,0.0700280112044818,-668,-7491,200,explore,200,2142,51
64,0.0700280112044818,-731,-8318,200,explore,200,2143,52
65,0.0700280112044818,-1028,-8552,200,explore,200,2146,52
66,0.21008403361344538,-875,-8867,200,explore,200,2145,62
67,0.21008403361344538,-1064,-8921,200,explore,200,2144,66
68,0.21008403361344538,-1082,-6505,200,explore,200,2144,68
69,0.21008403361344538,-947,-8303,200,explore,200,2160,68
70,0.21008403361344538,-659,-8200,200,explore,200,2158,71
71,0.21008403361344538,-731,-7822,200,explore,200,2163,71
72,0.21008403361344538,-632,-8417,200,explore,200,2161,75
73,0.21008403361344538,-1082,-8804,200,explore,200,2161,80
74,0.21008403361344538,-812,-8813,200,explore,200,2211,83
75,0.21008403361344538,-686,-8588,200,explore,200,2230,85
76,0.21008403361344538,-641,-8849,200,explore,200,2233,88
77,0.21008403361344538,-668,-8831,200,explore,200,2235,90
78,0.21008403361344538,-713,-7324,200,explore,200,2248,90
79,0.21008403361344538,-812,-7213,200,explore,200,2248,93
80,0.350140056022409,-1019,-7816,200,explore,200,2246,105
81,0.350140056022409,-1064,-8228,200,explore,200,2247,107
82,0.350140056022409,-911,-8120,200,explore,200,2256,107
83,0.350140056022409,-812,-8408,200,explore,200,2259,109
84,0.350140056022409,-1019,-8368,200,explore,200,2261,111
85,0.350140056022409,-1118,-9254,200,explore,200,2261,116
86,0.7703081232492998,-812,-9002,200,explore,200,2260,126
87,0.7703081232492998,-920,-9026,200,explore,200,2264,126
88,1.400560224089636,-749,-8399,200,explore,200,2263,138
89,1.400560224089636,-947,-8219,200,explore,200,2262,142
90,1.400560224089636,-858,-8418,168,explore,168,2274,143
91,1.400560224089636,-803,-9641,200,explore,200,2276,145
92,1.400560224089636,-821,-8930,200,explore,200,2273,145
93,1.400560224089636,-929,-7503,200,explore,200,2292,145
94,1.400560224089636,-785,-7518,200,explore,200,2290,147
95,1.400560224089636,-1001,-8419,200,explore,200,2289,151
96,1.400560224089636,-974,-8363,200,explore,200,2288,157
97,1.5406162464985995,-1064,-9065,200,explore,200,2288,161
98,1.5406162464985995,-794,-8921,200,explore,200,2309,161
99,1.5406162464985995,-695,-8275,200,explore,200,2322,161
100,1.5406162464985995,-677,-8516,200,explore,200,2330,161
101,1.5406162464985995,-803,-8584,200,explore,200,2331,162
102,1.610644257703081,-893,-9164,200,explore,200,2329,165
103,1.7507002801120448,-1145,-9065,200,explore,200,2329,171
104,1.7507002801120448,-983,-9479,200,explore,200,2333,175
105,1.8207282913165268,-812,-8176,200,explore,200,2334,177
106,1.8907563025210083,-668,-8525,200,explore,200,2339,179
107,1.8907563025210083,-812,-9047,200,explore,200,2340,186
108,1.8907563025210083,-1010,-8304,200,explore,200,2345,187
109,2.1708683473389354,-821,-8903,200,explore,200,2346,193
110,2.1708683473389354,-722,-8651,200,explore,200,2346,194
111,2.1708683473389354,-1010,-9020,200,explore,200,2349,198
112,2.3109243697478994,-866,-7285,200,explore,200,2349,210
113,2.5210084033613445,-749,-8402,200,explore,200,2347,218
114,2.5210084033613445,-974,-8849,200,explore,200,2346,224
115,2.801120448179272,-992,-8506,200,explore,200,2346,231
116,2.801120448179272,-974,-9533,200,explore,200,2348,237
117,2.8711484593837535,-1154,-9938,200,explore,200,2348,244
118,2.8711484593837535,-740,-9173,200,explore,200,2352,246
119,2.941176470588235,-776,-9245,200,explore,200,2352,251
120,3.1512605042016806,-992,-10190,200,explore,200,2350,261
121,3.221288515406162,-727,-9250,163,explore,163,2356,263
122,3.221288515406162,-884,-9020,200,explore,200,2356,267
123,3.221288515406162,-722,-9254,200,explore,200,2357,270
124,3.221288515406162,-947,-9821,200,explore,200,2357,282
125,3.221288515406162,-929,-8424,200,explore,200,2356,285
126,3.221288515406162,-911,-9479,200,explore,200,2360,285
127,3.221288515406162,-776,-8624,200,explore,200,2361,285
128,3.571428571428571,-830,-8849,200,explore,200,2361,294
129,3.571428571428571,-1037,-9146,200,explore,200,2360,302
130,3.571428571428571,-1064,-9750,200,explore,200,2360,310
131,3.571428571428571,-1010,-8784,200,explore,200,2362,314
132,3.711484593837535,-1100,-8696,200,explore,200,2362,325
133,3.7815126050420167,-758,-8599,200,explore,200,2363,329
134,4.201680672268908,-1082,-8571,200,explore,200,2362,336
135,4.271708683473389,-956,-8516,200,explore,200,2362,345
136,4.271708683473389,-1028,-8912,200,explore,200,2364,346
137,4.271708683473389,-938,-8545,200,explore,200,2369,348
138,4.271708683473389,-222,-8988,81,explore,81,2369,348
139,4.271708683473389,-902,-9659,200,explore,200,2367,354
140,4.271708683473389,-821,-9209,200,explore,200,2367,356
141,4.341736694677871,-983,-9371,200,explore,200,2367,361
142,4.341736694677871,-1001,-8519,200,explore,200,2367,364
143,4.341736694677871,-893,-8418,200,explore,200,2373,371
144,4.831932773109244,-677,-8516,200,explore,200,2372,382
145,4.971988795518207,-1046,-9215,200,explore,200,2371,391
146,5.2521008403361344,-1136,-10001,200,explore,200,2371,396
147,5.2521008403361344,-992,-9420,200,explore,200,2379,399
148,5.322128851540616,-821,-8732,200,explore,200,2382,401
149,5.322128851540616,-659,-8491,200,explore,200,2380,405
150,5.322128851540616,-866,-9146,200,explore,200,2378,410
151,5.322128851540616,-1091,-9371,200,explore,200,2378,415
152,5.322128851540616,-1001,-9272,200,explore,200,2378,419
153,5.322128851540616,-920,-9389,200,explore,200,2378,424
154,5.322128851540616,-992,-9569,200,explore,200,2378,431
155,5.392156862745098,-1028,-9425,200,explore,200,2378,435
156,5.392156862745098,-956,-9116,200,explore,200,2378,441
157,5.88235294117647,-1100,-9110,200,explore,200,2378,459
158,5.88235294117647,-1037,-9317,200,explore,200,2378,469
159,5.88235294117647,-1055,-9578,200,explore,200,2378,474
160,5.952380952380952,-1154,-9641,200,explore,200,2378,478
161,6.022408963585434,-1019,-8933,200,explore,200,2378,487
162,6.022408963585434,-1127,-8822,200,explore,200,2378,496
163,6.022408963585434,-965,-8998,200,explore,200,2378,500
164,6.022408963585434,-1118,-9578,200,explore,200,2378,504
165,6.022408963585434,-1010,-9227,200,explore,200,2383,506
166,6.022408963585434,-767,-8726,200,explore,200,2384,509
167,6.092436974789916,-875,-8696,200,explore,200,2381,514
168,6.092436974789916,-956,-9407,200,explore,200,2381,519
169,6.162464985994398,-1019,-8849,200,explore,200,2381,522
170,6.162464985994398,-1055,-8291,200,explore,200,2381,530
171,6.442577030812324,-1010,-8594,200,explore,200,2381,538
172,6.442577030812324,-974,-9803,200,explore,200,2381,542
173,6.442577030812324,-1064,-9758,200,explore,200,2381,544
174,6.442577030812324,-1037,-9110,200,explore,200,2381,550
175,6.442577030812324,-965,-8770,200,explore,200,2382,553
176,6.582633053221289,-785,-9011,200,explore,200,2382,563
177,7.002801120448179,-974,-8966,200,explore,200,2382,570
178,7.002801120448179,-723,-8832,150,explore,150,2384,572
179,7.002801120448179,-938,-9497,200,explore,200,2390,574
180,7.212885154061624,-704,-9164,200,explore,200,2390,578
181,7.212885154061624,-1001,-9587,200,explore,200,2389,583
182,7.42296918767507,-1100,-9508,200,explore,200,2389,592
183,7.913165266106442,-1082,-9866,200,explore,200,2389,604
184,7.913165266106442,-1046,-9985,200,explore,200,2393,610
185,8.193277310924369,-1019,-9650,200,explore,200,2393,625
186,8.543417366946779,-722,-9479,200,explore,200,2391,634
187,8.683473389355742,-1073,-9766,200,explore,200,2391,641
188,8.683473389355742,-1010,-10244,200,explore,200,2391,651
189,8.823529411764707,-1091,-10262,200,explore,200,2389,653
190,8.893557422969188,-605,-9804,200,explore,200,2392,660
191,9.033613445378151,-722,-9128,200,explore,200,2391,664
192,9.173669467787114,-659,-8597,200,explore,200,2389,672
193,9.38375350140056,-614,-9587,200,explore,200,2391,678
194,9.803921568627452,-704,-9893,200,explore,200,2391,686
195,9.803921568627452,-695,-9362,200,explore,200,2390,689
196,9.943977591036415,-668,-9371,200,explore,200,2390,697
197,9.943977591036415,-650,-9839,200,explore,200,2391,701
198,10.15406162464986,-713,-10415,200,explore,200,2391,709
199,10.15406162464986,-632,-10001,200,explore,200,2390,715
200,10.15406162464986,-740,-9794,200,explore,200,2390,717
201,10.57422969187675,-677,-10118,200,explore,200,2390,724
202,10.784313725490197,-686,-9983,200,explore,200,2390,730
203,10.784313725490197,-767,-10109,200,explore,200,2392,735
204,10.784313725490197,-677,-10001,200,explore,200,2392,739
205,10.784313725490197,-551,-9236,200,explore,200,2391,740
206,10.784313725490197,-713,-8957,200,explore,200,2391,743
207,11.204481792717088,-686,-8984,200,explore,200,2391,750
208,11.204481792717088,-695,-8975,200,explore,200,2391,751
209,11.27450980392157,-623,-8723,200,explore,200,2396,756
210,11.554621848739496,-677,-8516,200,explore,200,2395,763
211,11.624649859943977,-722,-8975,200,explore,200,2395,770
212,11.904761904761903,-659,-8538,200,explore,200,2395,778
213,11.974789915966387,-677,-8849,200,explore,200,2395,785
214,12.044817927170868,-695,-8810,200,explore,200,2395,788
215,12.184873949579831,-794,-8081,200,explore,200,2395,792
216,12.184873949579831,-695,-8193,200,explore,200,2397,794
217,12.254901960784313,-641,-8579,200,explore,200,2397,801
218,12.53501400560224,-659,-7764,200,explore,200,2397,807
219,12.815126050420167,-704,-7850,200,explore,200,2397,819
220,12.815126050420167,-366,-7566,135,explore,135,2397,820
221,13.025210084033615,-929,-8174,200,explore,200,2396,825
222,13.165266106442578,-875,-7789,200,explore,200,2396,830
223,13.795518207282914,-960,-7850,189,explore,189,2396,846
224,13.865546218487395,-1091,-8696,200,explore,200,2396,850
225,14.425770308123248,-1073,-9023,200,explore,200,2396,859
226,14.425770308123248,-983,-8186,200,explore,200,2396,862
227,14.705882352941178,-785,-8202,200,explore,200,2396,867
228,15.126050420168067,-1019,-8190,200,explore,200,2396,875
229,15.266106442577032,-1001,-7717,200,explore,200,2396,881
230,15.266106442577032,-1055,-8120,200,explore,200,2396,886
231,15.61624649859944,-1100,-8363,200,explore,200,2396,895
232,15.826330532212884,-1010,-8750,200,explore,200,2396,902
233,15.896358543417366,-1172,-8822,200,explore,200,2396,908
234,15.896358543417366,-1037,-8768,200,explore,200,2396,910
235,16.03641456582633,-1118,-8368,200,explore,200,2396,915
236,16.176470588235293,-992,-8957,200,explore,200,2396,923
237,16.246498599439775,-983,-9083,200,explore,200,2396,926
238,16.596638655462183,-1073,-9137,200,explore,200,2396,932
239,16.80672268907563,-929,-8849,200,explore,200,2396,940
240,16.80672268907563,-632,-8399,131,explore,131,2396,945
241,17.016806722689076,-1010,-7992,200,explore,200,2396,951
242,17.647058823529413,-1001,-8606,200,explore,200,2396,962
243,17.99719887955182,-814,-8320,169,explore,169,2396,971
244,18.207282913165265,-1046,-8715,200,explore,200,2396,976
245,18.557422969187677,-1064,-8561,200,explore,200,2396,986
246,18.557422969187677,-992,-9551,200,explore,200,2396,992
247,18.557422969187677,-1010,-9569,200,explore,200,2396,997
248,18.627450980392158,-1001,-9083,200,explore,200,2396,1005
249,18.627450980392158,-938,-8649,200,explore,200,2396,1009
250,18.76750700280112,-947,-8516,200,explore,200,2396,1011
251,19.187675070028014,-650,-7682,200,explore,200,2395,1018
252,19.537815126050422,-668,-7787,200,explore,200,2395,1025
253,20.238095238095237,-713,-8435,200,explore,200,2395,1038
254,20.3781512605042,-659,-8849,200,explore,200,2395,1042
255,20.3781512605042,-641,-9434,200,explore,200,2396,1043
256,20.448179271708682,-695,-9614,200,explore,200,2402,1048
257,21.1484593837535,-686,-9608,200,explore,200,2401,1064
258,21.218487394957982,-630,-9171,192,explore,192,2399,1068
259,21.358543417366946,-1019,-9020,200,explore,200,2401,1072
260,21.358543417366946,-1019,-9065,200,explore,200,2401,1073
261,21.708683473389357,-947,-9722,200,explore,200,2401,1080
262,21.84873949579832,-1091,-9857,200,explore,200,2401,1084
263,21.9187675070028,-1055,-9902,200,explore,200,2401,1088
264,21.988795518207283,-1055,-10019,200,explore,200,2401,1092
265,22.408963585434176,-1055,-8286,200,explore,200,2401,1099
266,22.478991596638657,-1055,-8872,200,explore,200,2401,1101
267,22.899159663865547,-992,-9587,200,explore,200,2401,1108
