trial,knowledge,reward,steps_in_trial,phase,steps,numerosity,reliable
69,59.04347826086956,0,42.9,explore,42.9,377.2,127.4
70,60.08695652173914,1000,28.5,explore,28.5,376.5,129.3
71,60.8695652173913,1000,39.0,explore,39.0,376.2,131.5
72,61.826086956521735,0,38.4,explore,38.4,375.4,133.7
73,62.69565217391304,1000,40.0,explore,40.0,374.3,136.1
74,64.08695652173913,0,45.4,explore,45.4,373.3,139.6
75,65.65217391304347,1000,37.7,explore,37.7,372.5,142.8
76,66.43478260869564,1000,36.5,explore,36.5,371.2,144.9
77,67.47826086956522,0,50.0,explore,50.0,369.7,147.9
78,68.43478260869566,1000,36.9,explore,36.9,369.2,150.7
79,69.65217391304347,0,41.9,explore,41.9,368.6,153.8
80,70.2608695652174,0,36.6,explore,36.6,367.8,156.6
81,71.13043478260867,1000,40.8,explore,40.8,366.9,159.3
82,71.82608695652175,1000,41.4,explore,41.4,367.2,162.0
83,72.5217391304348,0,39.2,explore,39.2,366.5,163.9
84,73.56521739130433,1000,38.3,explore,38.3,366.1,166.2
85,74.34782608695653,0,45.5,explore,45.5,365.4,169.0
86,74.95652173913042,1000,42.6,explore,42.6,364.7,171.5
87,76.08695652173913,1000,42.3,explore,42.3,364.8,174.4
88,76.8695652173913,1000,30.9,explore,30.9,364.1,175.9
89,77.4782608695652,1000,25.5,explore,25.5,364.7,177.0
90,77.82608695652172,0,33.2,explore,33.2,364.5,179.0
91,78.52173913043478,0,44.5,explore,44.5,363.6,182.0
92,79.13043478260869,0,36.0,explore,36.0,362.6,184.4
93,80.26086956521739,1000,39.7,explore,39.7,362.4,186.5
94,80.69565217391303,0,37.0,explore,37.0,361.6,188.5
95,81.56521739130434,0,44.9,explore,44.9,361.9,190.9
96,82.17391304347828,0,48.5,explore,48.5,360.7,193.1
97,82.78260869565217,1000,38.5,explore,38.5,359.7,195.6
98,82.8695652173913,1000,42.0,explore,42.0,359.0,197.0
99,83.56521739130434,0,44.1,explore,44.1,358.1,199.1
100,83.99999999999997,0,39.2,explore,39.2,357.5,201.1
101,84.52173913043478,0,46.7,explore,46.7,356.9,203.7
102,84.86956521739131,0,36.1,explore,36.1,356.3,205.2
103,85.21739130434783,0,44.5,explore,44.5,355.9,207.8
104,85.30434782608695,0,43.6,explore,43.6,354.8,208.9
105,85.3913043478261,0,41.7,explore,41.7,354.0,210.0
106,85.73913043478262,1000,42.5,explore,42.5,353.1,212.0
107,86.2608695652174,0,41.8,explore,41.8,352.5,213.2
108,86.5217391304348,0,35.5,explore,35.5,351.6,214.9
109,86.69565217391306,1000,42.7,explore,42.7,350.9,216.7
110,87.04347826086958,0,36.5,explore,36.5,350.3,218.6
111,87.73913043478262,1000,41.1,explore,41.1,349.5,220.6
112,88.26086956521739,0,40.1,explore,40.1,349.1,222.2
113,88.43478260869566,1000,40.3,explore,40.3,348.6,223.2
114,88.95652173913044,0,39.4,explore,39.4,347.8,225.8
115,89.21739130434784,0,38.4,explore,38.4,347.5,227.5
116,89.3913043478261,1000,33.5,explore,33.5,347.0,228.6
117,89.65217391304348,1000,39.5,explore,39.5,346.8,229.6
118,89.73913043478261,0,38.2,explore,38.2,346.1,231.7
119,90.0,0,39.9,explore,39.9,345.2,234.0
120,90.17391304347827,1000,35.9,explore,35.9,344.5,235.2
121,90.6086956521739,0,32.3,explore,32.3,344.4,236.2
122,90.69565217391303,0,44.8,explore,44.8,343.2,237.1
123,90.8695652173913,0,37.9,explore,37.9,342.6,238.9
124,91.13043478260867,1000,45.8,explore,45.8,342.1,240.5
125,91.47826086956522,1000,46.5,explore,46.5,341.3,242.0
126,91.73913043478261,1000,40.0,explore,40.0,340.9,243.6
127,92.0,0,44.4,explore,44.4,340.2,244.6
128,92.0,0,41.7,explore,41.7,340.2,245.2
129,92.3478260869565,1000,32.4,explore,32.4,340.5,246.8
130,92.43478260869564,0,34.4,explore,34.4,340.0,247.4
131,92.52173913043478,1000,40.0,explore,40.0,339.5,248.3
132,92.6086956521739,0,38.9,explore,38.9,339.4,249.1
133,92.78260869565217,1000,32.6,explore,32.6,338.7,250.1
134,92.8695652173913,0,40.0,explore,40.0,338.0,250.5
135,93.21739130434783,0,46.1,explore,46.1,337.3,251.2
136,93.21739130434783,0,27.7,explore,27.7,337.3,251.5
137,93.21739130434783,0,33.4,explore,33.4,336.9,252.1
138,93.47826086956522,1000,34.5,explore,34.5,336.3,253.1
139,93.65217391304347,0,44.3,explore,44.3,335.9,254.2
140,93.99999999999999,1000,45.0,explore,45.0,335.3,255.7
141,94.52173913043478,0,48.1,explore,48.1,334.6,257.2
142,94.69565217391303,0,40.4,explore,40.4,334.0,257.7
143,94.69565217391303,1000,37.4,explore,37.4,333.5,258.0
144,94.78260869565217,1000,44.8,explore,44.8,332.7,258.5
145,94.95652173913041,0,39.8,explore,39.8,331.7,259.4
146,94.95652173913041,0,42.9,explore,42.9,330.5,259.7
147,95.04347826086956,1000,33.7,explore,33.7,329.9,260.5
148,95.13043478260869,0,37.3,explore,37.3,329.6,261.1
149,95.21739130434783,0,44.2,explore,44.2,328.9,261.6
150,95.47826086956522,1000,45.8,explore,45.8,328.3,263.2
151,95.47826086956522,0,45.2,explore,45.2,327.5,263.6
152,95.56521739130434,1000,33.5,explore,33.5,326.5,264.2
153,95.56521739130434,0,34.3,explore,34.3,325.9,264.2
154,95.65217391304347,0,45.4,explore,45.4,324.6,264.7
155,95.65217391304347,0,43.9,explore,43.9,323.8,265.0
156,95.73913043478261,1000,40.9,explore,40.9,323.5,265.6
157,95.82608695652173,0,46.0,explore,46.0,322.8,266.1
158,95.82608695652173,0,39.2,explore,39.2,322.8,266.3
159,95.91304347826086,0,26.0,explore,26.0,322.3,266.7
160,95.99999999999999,0,43.5,explore,43.5,322.2,267.1
161,95.99999999999999,0,41.9,explore,41.9,321.8,267.4
162,95.99999999999999,0,42.8,explore,42.8,321.4,268.0
163,96.08695652173913,0,49.2,explore,49.2,320.8,268.4
164,96.26086956521739,1000,38.9,explore,38.9,320.8,269.1
165,96.34782608695653,1000,39.9,explore,39.9,320.7,269.8
166,96.43478260869567,0,44.9,explore,44.9,320.5,270.2
167,96.43478260869567,1000,43.6,explore,43.6,320.2,270.6
168,96.60869565217392,0,40.7,explore,40.7,319.7,271.1
169,96.60869565217392,0,47.6,explore,47.6,318.9,271.3
170,96.60869565217392,0,38.0,explore,38.0,318.0,271.6
171,96.78260869565217,0,45.3,explore,45.3,317.5,271.9
172,96.78260869565217,1000,28.3,explore,28.3,317.2,272.1
173,96.78260869565217,0,38.5,explore,38.5,316.8,272.3
174,96.78260869565217,0,35.2,explore,35.2,316.5,272.7
175,96.78260869565217,1000,42.8,explore,42.8,316.3,272.7
176,96.78260869565217,0,38.6,explore,38.6,315.7,272.9
177,96.78260869565217,0,36.7,explore,36.7,315.4,272.9
178,96.8695652173913,0,42.5,explore,42.5,315.4,273.1
179,96.8695652173913,0,40.1,explore,40.1,314.9,273.2
180,96.8695652173913,1000,42.8,explore,42.8,314.7,273.3
181,96.8695652173913,1000,40.3,explore,40.3,314.1,273.5
182,96.8695652173913,0,44.1,explore,44.1,314.4,273.5
183,96.8695652173913,0,35.0,explore,35.0,313.8,273.6
184,96.95652173913042,0,34.4,explore,34.4,313.6,273.9
185,97.13043478260869,0,45.5,explore,45.5,313.2,274.3
186,97.13043478260869,1000,34.9,explore,34.9,313.0,274.4
187,97.21739130434783,0,47.8,explore,47.8,312.4,274.6
188,97.30434782608695,0,36.6,explore,36.6,312.5,274.8
189,97.30434782608695,1000,36.8,explore,36.8,312.6,274.8
190,97.30434782608695,0,46.3,explore,46.3,312.4,274.9
191,97.3913043478261,0,41.3,explore,41.3,312.2,275.1
192,97.3913043478261,0,42.7,explore,42.7,311.9,275.2
193,97.3913043478261,0,47.0,explore,47.0,311.5,275.3
194,97.3913043478261,1000,41.0,explore,41.0,311.0,275.3
195,97.56521739130436,0,28.8,explore,28.8,310.7,275.6
196,97.56521739130436,1000,34.9,explore,34.9,310.1,275.9
197,97.6521739130435,0,41.3,explore,41.3,309.9,276.2
198,97.73913043478262,1000,46.7,explore,46.7,309.2,276.5
199,97.82608695652175,1000,43.1,explore,43.1,308.8,277.0
200,97.82608695652175,0,35.8,explore,35.8,308.3,277.0
201,97.82608695652175,1000,44.0,explore,44.0,308.1,277.0
202,97.82608695652175,0,42.9,explore,42.9,307.8,277.3
203,97.91304347826087,0,40.2,explore,40.2,307.3,277.6
204,98.0,0,38.6,explore,38.6,307.0,277.7
205,98.08695652173914,1000,37.4,explore,37.4,306.7,277.8
206,98.08695652173914,1000,40.3,explore,40.3,306.3,277.8
207,98.34782608695653,1000,30.4,explore,30.4,306.1,278.2
208,98.43478260869566,0,28.6,explore,28.6,306.0,278.4
209,98.43478260869566,1000,40.7,explore,40.7,305.8,278.5
210,98.43478260869566,1000,47.6,explore,47.6,306.0,278.5
211,98.43478260869566,0,44.1,explore,44.1,305.9,278.6
212,98.43478260869566,0,34.6,explore,34.6,305.9,278.6
213,98.43478260869566,0,44.8,explore,44.8,305.7,278.6
214,98.43478260869566,0,34.1,explore,34.1,305.7,278.6
215,98.52173913043478,0,47.0,explore,47.0,305.5,278.7
216,98.52173913043478,0,44.6,explore,44.6,305.2,278.9
217,98.52173913043478,0,44.4,explore,44.4,304.8,279.0
218,98.6086956521739,1000,41.7,explore,41.7,304.5,279.3
219,98.6086956521739,1000,47.6,explore,47.6,304.3,279.4
220,98.69565217391303,0,29.7,explore,29.7,304.2,279.7
221,98.69565217391303,0,46.7,explore,46.7,303.7,279.8
222,98.8695652173913,1000,27.0,explore,27.0,303.4,280.0
223,98.95652173913045,0,45.4,explore,45.4,303.1,280.1
224,98.95652173913045,1000,48.6,explore,48.6,302.9,280.3
225,98.95652173913045,1000,34.7,explore,34.7,302.7,280.3
226,99.04347826086956,1000,46.7,explore,46.7,302.3,280.5
227,99.04347826086956,0,39.4,explore,39.4,302.2,280.7
228,99.04347826086956,1000,43.5,explore,43.5,302.0,280.7
229,99.04347826086956,0,39.2,explore,39.2,301.7,280.7
230,99.1304347826087,0,47.2,explore,47.2,301.3,280.8
231,99.1304347826087,1000,44.8,explore,44.8,301.6,280.8
232,99.30434782608697,0,46.7,explore,46.7,301.6,281.0
233,99.30434782608697,0,40.0,explore,40.0,301.7,281.2
234,99.30434782608697,0,46.1,explore,46.1,301.4,281.4
235,99.30434782608697,0,40.4,explore,40.4,301.4,281.6
236,99.30434782608697,1000,33.0,explore,33.0,301.2,281.7
237,99.30434782608697,0,39.2,explore,39.2,300.9,281.8
238,99.3913043478261,0,45.7,explore,45.7,300.9,282.2
239,99.3913043478261,0,42.9,explore,42.9,300.7,282.3
240,99.3913043478261,1000,46.1,explore,46.1,300.3,282.6
241,99.47826086956522,0,36.5,explore,36.5,300.2,282.7
242,99.47826086956522,0,37.3,explore,37.3,300.0,282.8
243,99.47826086956522,0,46.1,explore,46.1,299.9,282.8
244,99.47826086956522,0,46.9,explore,46.9,299.6,282.9
245,99.47826086956522,1000,38.4,explore,38.4,299.5,283.1
246,99.47826086956522,1000,40.4,explore,40.4,299.3,283.2
247,99.47826086956522,0,40.4,explore,40.4,299.1,283.2
248,99.47826086956522,1000,42.6,explore,42.6,298.7,283.3
249,99.47826086956522,0,36.6,explore,36.6,298.7,283.5
250,99.47826086956522,1000,40.9,explore,40.9,298.4,283.6
251,99.47826086956522,0,35.1,explore,35.1,299.0,283.6
252,99.47826086956522,1000,44.4,explore,44.4,298.9,284.0
253,99.47826086956522,1000,32.0,explore,32.0,298.8,284.0
254,99.47826086956522,0,47.9,explore,47.9,298.9,284.0
255,99.47826086956522,0,45.8,explore,45.8,298.6,284.1
256,99.56521739130434,0,34.8,explore,34.8,298.5,284.2
257,99.56521739130434,0,46.7,explore,46.7,298.1,284.2
258,99.56521739130434,0,44.0,explore,44.0,298.0,284.2
259,99.56521739130434,1000,38.0,explore,38.0,298.0,284.2
260,99.56521739130434,1000,45.2,explore,45.2,297.9,284.2
261,99.56521739130434,0,37.2,explore,37.2,297.9,284.2
262,99.65217391304348,1000,44.9,explore,44.9,298.0,284.3
263,99.65217391304348,0,41.5,explore,41.5,297.9,284.3
264,99.65217391304348,0,23.8,explore,23.8,297.9,284.3
265,99.65217391304348,1000,38.5,explore,38.5,297.6,284.3
266,99.65217391304348,0,43.4,explore,43.4,297.4,284.3
267,99.65217391304348,1000,42.9,explore,42.9,297.1,284.3
268,99.65217391304348,0,42.3,explore,42.3,297.1,284.3
269,99.65217391304348,1000,36.7,explore,36.7,297.1,284.3
270,99.65217391304348,0,31.6,explore,31.6,297.1,284.3
271,99.73913043478261,1000,42.4,explore,42.4,297.0,284.5
272,99.73913043478261,1000,38.2,explore,38.2,297.0,284.5
273,99.73913043478261,1000,43.5,explore,43.5,296.9,284.6
274,99.73913043478261,0,48.2,explore,48.2,296.8,284.6
275,99.73913043478261,0,37.1,explore,37.1,296.6,284.6
276,99.73913043478261,1000,46.7,explore,46.7,296.3,284.6
277,99.82608695652175,0,37.7,explore,37.7,296.3,284.7
278,99.82608695652175,0,35.5,explore,35.5,296.3,284.7
279,99.82608695652175,1000,35.9,explore,35.9,296.2,284.7
280,99.82608695652175,0,37.8,explore,37.8,296.1,284.8
281,99.82608695652175,0,38.0,explore,38.0,296.0,284.8
282,99.82608695652175,0,44.1,explore,44.1,295.8,284.9
283,99.82608695652175,0,46.3,explore,46.3,295.8,284.9
284,99.82608695652175,1000,27.5,explore,27.5,295.7,285.1
285,99.82608695652175,0,40.5,explore,40.5,295.6,285.2
286,99.82608695652175,0,47.3,explore,47.3,295.5,285.2
287,99.82608695652175,0,45.0,explore,45.0,295.4,285.3
288,99.82608695652175,0,46.6,explore,46.6,295.2,285.3
289,99.82608695652175,1000,35.8,explore,35.8,295.2,285.3
290,99.82608695652175,1000,42.6,explore,42.6,295.0,285.3
291,99.82608695652175,0,39.2,explore,39.2,294.9,285.3
292,99.82608695652175,0,49.4,explore,49.4,294.9,285.3
293,99.82608695652175,1000,33.3,explore,33.3,294.6,285.3
294,99.82608695652175,1000,35.5,explore,35.5,294.5,285.3
295,99.82608695652175,1000,36.9,explore,36.9,294.4,285.3
296,99.82608695652175,0,42.3,explore,42.3,294.4,285.3
297,99.82608695652175,1000,33.2,explore,33.2,294.4,285.3
298,99.82608695652175,0,44.7,explore,44.7,294.4,285.3
299,99.91304347826087,0,47.2,explore,47.2,294.2,285.4
300,99.91304347826087,0,42.0,explore,42.0,293.8,285.4
301,99.91304347826087,0,41.0,explore,41.0,293.7,285.4
302,99.91304347826087,1000,28.8,explore,28.8,293.4,285.4
303,99.91304347826087,0,41.0,explore,41.0,293.3,285.4
304,99.91304347826087,1000,49.5,explore,49.5,293.2,285.4
305,99.91304347826087,1000,32.5,explore,32.5,293.0,285.4
306,99.91304347826087,0,39.4,explore,39.4,292.8,285.4
307,99.91304347826087,0,40.5,explore,40.5,292.7,285.4
308,99.91304347826087,1000,36.9,explore,36.9,292.7,285.5
309,99.91304347826087,0,37.9,explore,37.9,292.7,285.5
310,99.91304347826087,0,40.3,explore,40.3,292.3,285.5
311,99.91304347826087,1000,35.7,explore,35.7,292.3,285.5
312,99.91304347826087,1000,27.7,explore,27.7,292.1,285.5
313,99.91304347826087,0,39.4,explore,39.4,291.9,285.5
314,99.91304347826087,0,37.8,explore,37.8,291.8,285.5
315,99.91304347826087,0,34.5,explore,34.5,291.6,285.5
316,99.91304347826087,1000,30.0,explore,30.0,291.6,285.5
317,99.91304347826087,1000,40.0,explore,40.0,291.5,285.5
318,99.91304347826087,0,33.9,explore,33.9,291.5,285.5
319,99.91304347826087,1000,37.7,explore,37.7,291.1,285.5
320,99.91304347826087,0,35.7,explore,35.7,291.0,285.5
321,99.91304347826087,0,32.6,explore,32.6,290.8,285.6
322,99.91304347826087,0,33.8,explore,33.8,290.5,285.6
323,99.91304347826087,1000,36.8,explore,36.8,290.4,285.6
324,99.91304347826087,1000,29.0,explore,29.0,290.3,285.6
325,99.91304347826087,0,34.9,explore,34.9,290.3,285.6
326,99.91304347826087,0,30.9,explore,30.9,290.3,285.7
327,99.91304347826087,1000,35.3,explore,35.3,290.2,285.7
328,99.91304347826087,1000,30.4,explore,30.4,290.2,285.8
329,99.91304347826087,0,33.3,explore,33.3,290.2,285.9
330,99.91304347826087,1000,31.5,explore,31.5,290.1,285.9
331,99.91304347826087,0,45.3,explore,45.3,290.0,286.0
332,99.91304347826087,1000,32.6,explore,32.6,290.0,286.0
333,99.91304347826087,0,46.5,explore,46.5,289.9,286.0
334,99.91304347826087,1000,28.8,explore,28.8,289.9,286.0
335,99.91304347826087,0,37.7,explore,37.7,289.9,286.0
336,99.91304347826087,0,45.0,explore,45.0,289.6,286.0
337,99.91304347826087,1000,30.4,explore,30.4,289.6,286.0
338,99.91304347826087,1000,37.5,explore,37.5,289.6,286.0
339,99.91304347826087,1000,40.4,explore,40.4,289.6,286.0
340,99.91304347826087,0,39.4,explore,39.4,289.4,286.2
341,99.91304347826087,0,28.2,explore,28.2,289.3,286.2
342,99.91304347826087,1000,34.8,explore,34.8,289.1,286.2
343,99.91304347826087,0,37.3,explore,37.3,289.0,286.2
344,99.91304347826087,0,42.3,explore,42.3,289.0,286.2
345,99.91304347826087,1000,35.8,explore,35.8,289.0,286.2
346,99.91304347826087,1000,41.5,explore,41.5,288.9,286.2
347,99.91304347826087,0,31.8,explore,31.8,288.8,286.2
348,99.91304347826087,1000,37.2,explore,37.2,288.8,286.2
349,99.91304347826087,0,38.0,explore,38.0,288.8,286.3
350,99.91304347826087,0,37.9,explore,37.9,288.8,286.3
351,100.0,1000,25.9,explore,25.9,288.9,286.4
352,100.0,0,35.0,explore,35.0,288.9,286.4
353,100.0,1000,33.3,explore,33.3,288.9,286.4
354,100.0,0,48.9,explore,48.9,288.9,286.4
355,100.0,0,45.9,explore,45.9,288.5,286.4
356,100.0,1000,26.6,explore,26.6,288.5,286.4
357,100.0,0,31.5,explore,31.5,288.5,286.4
358,100.0,0,38.1,explore,38.1,288.5,286.4
359,100.0,1000,30.2,explore,30.2,288.5,286.4
360,100.0,1000,35.6,explore,35.6,288.4,286.4
361,100.0,1000,32.9,explore,32.9,288.3,286.4
362,100.0,0,41.0,explore,41.0,288.3,286.4
363,100.0,0,37.7,explore,37.7,288.2,286.4
364,100.0,1000,18.0,explore,18.0,288.2,286.4
365,100.0,0,46.1,explore,46.1,288.2,286.4
366,100.0,0,37.6,explore,37.6,288.2,286.4
367,100.0,0,27.6,explore,27.6,288.2,286.4
368,100.0,1000,39.2,explore,39.2,288.1,286.4
369,100.0,1000,34.8,explore,34.8,288.0,286.4
370,100.0,1000,38.1,explore,38.1,288.0,286.4
371,100.0,0,38.6,explore,38.6,288.0,286.4
372,100.0,1000,36.8,explore,36.8,287.9,286.4
373,100.0,0,41.4,explore,41.4,287.9,286.4
374,100.0,1000,40.2,explore,40.2,287.9,286.4
375,100.0,1000,43.6,explore,43.6,287.8,286.4
376,100.0,0,36.5,explore,36.5,287.8,286.4
377,100.0,1000,39.9,explore,39.9,287.8,286.6
378,100.0,0,44.6,explore,44.6,287.7,286.6
379,100.0,1000,42.3,explore,42.3,287.7,286.6
380,100.0,0,38.1,explore,38.1,287.7,286.6
381,100.0,0,39.1,explore,39.1,287.5,286.6
382,100.0,1000,40.2,explore,40.2,287.5,286.6
383,100.0,1000,27.2,explore,27.2,287.5,286.6
384,100.0,0,42.5,explore,42.5,287.5,286.6
385,100.0,0,42.6,explore,42.6,287.5,286.6
386,100.0,0,46.7,explore,46.7,287.5,286.6
387,100.0,0,33.2,explore,33.2,287.5,286.6
388,100.0,0,39.3,explore,39.3,287.5,286.6
389,100.0,0,32.4,explore,32.4,287.5,286.6
390,100.0,0,30.8,explore,30.8,287.5,286.6
391,100.0,1000,35.0,explore,35.0,287.5,286.6
392,100.0,0,37.2,explore,37.2,287.5,286.6
393,100.0,0,41.7,explore,41.7,287.5,286.6
394,100.0,0,34.3,explore,34.3,287.5,286.6
395,100.0,1000,33.2,explore,33.2,287.5,286.6
396,100.0,1000,34.5,explore,34.5,287.5,286.6
397,100.0,1000,32.9,explore,32.9,287.5,286.6
398,100.0,0,45.0,explore,45.0,287.4,286.6
399,100.0,0,37.8,explore,37.8,287.4,286.6
400,100.0,1000,2.9,exploit,2.9,287.4,286.6
401,100.0,1000,2.8,exploit,2.8,287.4,286.6
402,100.0,1000,3.4,exploit,3.4,287.4,286.6
403,100.0,1000,2.9,exploit,2.9,287.4,286.6
404,100.0,1000,4.0,exploit,4.0,287.4,286.6
405,100.0,1000,2.7,exploit,2.7,287.4,286.6
406,100.0,1000,4.4,exploit,4.4,287.4,286.6
407,100.0,1000,3.0,exploit,3.0,287.4,286.6
408,100.0,1000,3.7,exploit,3.7,287.4,286.6
409,100.0,1000,4.1,exploit,4.1,287.4,286.6
