trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-515,-515,200,explore,200,78,0
1,0.0,-812,-1390,200,explore,200,78,0
2,0.0,-578,-1824,200,explore,200,176,0
3,0.0,-659,-2573,200,explore,200,176,0
4,0.0,-605,-2944,200,explore,200,270,0
5,0.0,-695,-3873,200,explore,200,270,0
6,0.0,-596,-4685,200,explore,200,360,0
7,0.0,-200,-4002,200,explore,200,360,0
8,0.0,-405,-5326,156,explore,156,450,0
9,0.0,-758,-5456,200,explore,200,450,0
10,0.0,-551,-4773,200,explore,200,485,0
11,0.0,-830,-6187,200,explore,200,485,0
12,0.0,-641,-6455,200,explore,200,568,0
13,0.0,-893,-5330,200,explore,200,568,0
14,0.0,-506,-6005,200,explore,200,667,0
15,0.0,-929,-5825,200,explore,200,667,0
16,0.0,-659,-6509,200,explore,200,757,0
17,0.0,-200,-4674,200,explore,200,757,0
18,0.0,-533,-5996,200,explore,200,794,0
19,0.0,-848,-6260,200,explore,200,794,0
20,0.0,-659,-4979,200,explore,200,820,0
21,0.0,-209,-5159,200,explore,200,820,0
22,0.0,-650,-5312,200,explore,200,919,0
23,0.0,-317,-4223,200,explore,200,919,0
24,0.0,-659,-5240,200,explore,200,933,0
25,0.0,-200,-5312,200,explore,200,933,0
26,0.0,-587,-4781,200,explore,200,1024,0
27,0.0,-470,-5555,200,explore,200,1024,0
28,0.0,-695,-4965,200,explore,200,1080,0
29,0.0,-200,-5060,200,explore,200,1080,0
30,0.0,-677,-5321,200,explore,200,1157,0
31,0.0,-200,-3772,200,explore,200,1157,0
32,0.0,-713,-4898,200,explore,200,1195,0
33,0.0,-317,-4925,200,explore,200,1195,0
34,0.0,-776,-4898,200,explore,200,1262,0
35,0.0,-200,-4454,200,explore,200,1262,0
36,0.0,-650,-4322,200,explore,200,1315,0
37,0.0,-821,-6014,200,explore,200,1315,0
38,0.0,-704,-3931,200,explore,200,1398,0
39,0.0,-200,-4196,200,explore,200,1398,0
40,0.0,-650,-5429,200,explore,200,1487,0
41,0.0,-335,-4934,200,explore,200,1487,0
42,0.0,-911,-4354,200,explore,200,1528,0
43,0.0,-200,-4008,200,explore,200,1528,0
44,0.0,-776,-5159,200,explore,200,1542,0
45,0.0,-200,-4421,200,explore,200,1542,0
46,0.0,-794,-5186,200,explore,200,1602,0
47,0.0,-200,-4421,200,explore,200,1602,0
48,0.0,-776,-4763,200,explore,200,1683,0
49,0.0,-848,-4862,200,explore,200,1683,0
50,0.0,-712,-5347,184,explore,184,1717,0
51,0.0,-200,-4592,200,explore,200,1717,0
52,0.0,-884,-6068,200,explore,200,1722,0
53,0.0,-200,-4466,200,explore,200,1722,0
54,0.0,-794,-4382,200,explore,200,1771,0
55,0.0,-200,-4952,200,explore,200,1771,0
56,0.0,-803,-4925,200,explore,200,1861,0
57,0.0,-200,-4727,200,explore,200,1861,0
58,0.0,-794,-4709,200,explore,200,1877,2
59,0.0,-290,-4871,200,explore,200,1877,2
60,0.0,-974,-5321,200,explore,200,1881,2
61,0.0,-200,-4610,200,explore,200,1881,2
62,0.0,-830,-5060,200,explore,200,1913,2
63,0.0,-200,-4282,200,explore,200,1913,2
64,0.0,-794,-4987,200,explore,200,1926,2
65,0.0,-200,-4312,200,explore,200,1926,2
66,0.0,-875,-5024,200,explore,200,1927,4
67,0.0,-200,-5033,200,explore,200,1927,4
68,0.0700280112044818,-704,-4862,200,explore,200,1978,7
69,0.0700280112044818,-200,-4468,200,explore,200,1978,7
70,0.0700280112044818,-776,-4898,200,explore,200,1992,8
71,0.0700280112044818,-218,-4763,200,explore,200,1992,8
72,0.0700280112044818,-794,-4952,200,explore,200,2035,10
73,0.0700280112044818,-200,-4597,200,explore,200,2035,10
74,0.0700280112044818,-848,-5024,200,explore,200,2045,13
75,0.0700280112044818,-200,-4907,200,explore,200,2045,13
76,0.0700280112044818,-803,-4558,200,explore,200,2058,13
77,0.0700280112044818,-200,-5357,200,explore,200,2058,13
78,0.0700280112044818,-866,-6428,200,explore,200,2060,14
79,0.0700280112044818,-200,-5231,200,explore,200,2060,14
80,0.1400560224089636,-902,-5276,200,explore,200,2057,18
81,0.1400560224089636,-200,-4934,200,explore,200,2057,18
82,0.1400560224089636,-992,-5231,200,explore,200,2062,22
83,0.1400560224089636,-200,-5251,200,explore,200,2062,22
84,0.1400560224089636,-1010,-5429,200,explore,200,2066,26
85,0.1400560224089636,-200,-5051,200,explore,200,2066,26
86,0.1400560224089636,-803,-5375,200,explore,200,2082,28
87,0.1400560224089636,-200,-4470,200,explore,200,2082,28
88,0.1400560224089636,-758,-5168,200,explore,200,2079,31
89,0.1400560224089636,-200,-4123,200,explore,200,2079,31
90,0.1400560224089636,-1055,-5186,200,explore,200,2079,35
91,0.1400560224089636,-200,-4970,200,explore,200,2079,35
92,0.21008403361344538,-920,-5086,200,explore,200,2079,43
93,0.21008403361344538,-200,-5195,200,explore,200,2079,43
94,0.21008403361344538,-614,-5042,200,explore,200,2099,43
95,0.21008403361344538,-200,-4502,200,explore,200,2099,43
96,0.21008403361344538,-623,-4444,200,explore,200,2099,43
97,0.21008403361344538,-200,-4997,200,explore,200,2099,43
98,0.21008403361344538,-812,-4148,200,explore,200,2104,43
99,0.21008403361344538,-200,-4673,200,explore,200,2104,43
100,0.2801120448179272,-785,-4840,200,explore,200,2107,47
101,0.2801120448179272,-200,-4961,200,explore,200,2107,47
102,0.2801120448179272,-578,-4826,200,explore,200,2118,47
103,0.2801120448179272,-200,-4557,200,explore,200,2118,47
104,0.2801120448179272,-848,-5609,200,explore,200,2127,53
105,0.2801120448179272,-200,-5222,200,explore,200,2127,53
106,0.42016806722689076,-659,-5294,200,explore,200,2128,59
107,0.42016806722689076,-200,-5339,200,explore,200,2128,59
108,0.49019607843137253,-776,-4979,200,explore,200,2132,64
109,0.49019607843137253,-200,-5312,200,explore,200,2132,64
110,0.49019607843137253,-524,-4862,149,explore,149,2158,64
111,0.49019607843137253,-200,-5330,200,explore,200,2158,64
112,0.49019607843137253,-704,-4871,200,explore,200,2175,64
113,0.49019607843137253,-200,-5366,200,explore,200,2175,64
114,0.49019607843137253,-91,-4267,49,explore,49,2189,64
115,0.49019607843137253,-200,-5420,200,explore,200,2189,64
116,0.49019607843137253,-668,-5132,200,explore,200,2190,66
117,0.49019607843137253,-200,-5582,200,explore,200,2190,66
118,0.5602240896358543,-641,-5141,200,explore,200,2188,73
119,0.5602240896358543,-200,-5414,200,explore,200,2188,73
120,0.5602240896358543,-992,-4775,200,explore,200,2190,76
121,0.5602240896358543,-200,-5015,200,explore,200,2190,76
122,0.5602240896358543,-911,-5258,200,explore,200,2197,77
123,0.5602240896358543,-200,-5123,200,explore,200,2197,77
124,0.5602240896358543,-632,-4979,200,explore,200,2211,77
125,0.5602240896358543,-200,-4951,200,explore,200,2211,77
126,0.5602240896358543,-983,-5259,200,explore,200,2210,82
127,0.5602240896358543,-200,-4881,200,explore,200,2210,82
128,0.5602240896358543,-929,-5339,200,explore,200,2233,82
129,0.5602240896358543,-200,-5843,200,explore,200,2233,82
130,0.5602240896358543,-686,-5068,200,explore,200,2262,82
131,0.5602240896358543,-200,-5383,200,explore,200,2262,82
132,0.5602240896358543,-866,-5047,200,explore,200,2262,85
133,0.5602240896358543,-200,-4942,200,explore,200,2262,85
134,0.5602240896358543,-1001,-5753,200,explore,200,2263,87
135,0.5602240896358543,-200,-5771,200,explore,200,2263,87
136,0.5602240896358543,-1019,-5564,200,explore,200,2266,89
137,0.5602240896358543,-200,-5654,200,explore,200,2266,89
138,0.5602240896358543,-1037,-5852,200,explore,200,2266,95
139,0.5602240896358543,-200,-5456,200,explore,200,2266,95
140,0.5602240896358543,-1046,-5735,200,explore,200,2266,99
141,0.5602240896358543,-200,-5789,200,explore,200,2266,99
142,0.6302521008403361,-965,-5465,200,explore,200,2272,104
143,0.6302521008403361,-200,-5222,200,explore,200,2272,104
144,0.6302521008403361,-812,-4722,200,explore,200,2273,104
145,0.6302521008403361,-200,-5357,200,explore,200,2273,104
146,0.6302521008403361,-1010,-5618,200,explore,200,2274,107
147,0.6302521008403361,-200,-5357,200,explore,200,2274,107
148,0.6302521008403361,-686,-4617,200,explore,200,2271,110
149,0.6302521008403361,-200,-4997,200,explore,200,2271,110
150,0.6302521008403361,-1064,-5537,200,explore,200,2271,117
151,0.6302521008403361,-200,-5096,200,explore,200,2271,117
152,0.6302521008403361,-1064,-5051,200,explore,200,2272,124
153,0.6302521008403361,-200,-5636,200,explore,200,2272,124
154,0.6302521008403361,-279,-3872,84,explore,84,2290,124
155,0.6302521008403361,-200,-5483,200,explore,200,2290,124
156,0.6302521008403361,-749,-4691,200,explore,200,2292,125
157,0.6302521008403361,-200,-4835,200,explore,200,2292,125
158,0.700280112044818,-902,-5006,200,explore,200,2290,135
159,0.700280112044818,-200,-5159,200,explore,200,2290,135
160,0.700280112044818,-821,-4630,200,explore,200,2294,135
161,0.700280112044818,-200,-5861,200,explore,200,2294,135
162,0.700280112044818,-587,-4475,200,explore,200,2309,136
163,0.700280112044818,-200,-5501,200,explore,200,2309,136
164,0.8403361344537815,-884,-4575,200,explore,200,2312,143
165,0.8403361344537815,-200,-5240,200,explore,200,2312,143
166,1.050420168067227,-1073,-5456,200,explore,200,2312,153
167,1.050420168067227,-200,-5429,200,explore,200,2312,153
168,1.1904761904761905,-965,-5573,200,explore,200,2312,164
169,1.1904761904761905,-200,-4490,200,explore,200,2312,164
170,1.1904761904761905,-947,-5285,200,explore,200,2313,173
171,1.1904761904761905,-200,-4907,200,explore,200,2313,173
172,1.2605042016806722,-1037,-5555,200,explore,200,2313,178
173,1.2605042016806722,-200,-5294,200,explore,200,2313,178
174,1.2605042016806722,-929,-5366,200,explore,200,2324,178
175,1.2605042016806722,-200,-4889,200,explore,200,2324,178
