trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-620,-620,200,explore,200,118,0
1,0.0,-197,-754,74,explore,74,118,0
2,0.0,-665,-2133,200,explore,200,196,0
3,0.0,-785,-2711,200,explore,200,196,0
4,0.0,-702,-3512,200,explore,200,296,0
5,0.0,-200,-3505,200,explore,200,296,0
6,0.0,-630,-4576,200,explore,200,416,0
7,0.0,-794,-5441,200,explore,200,416,0
8,0.0,-692,-6385,200,explore,200,530,0
9,0.0,-200,-6135,200,explore,200,530,0
10,0.0,-747,-7057,200,explore,200,568,0
11,0.0,-263,-6389,200,explore,200,568,0
12,0.0,-684,-6497,200,explore,200,587,1
13,0.0,-200,-5308,200,explore,200,587,1
14,0.0,-656,-7021,200,explore,200,596,3
15,0.0,-209,-4236,200,explore,200,596,3
16,0.0,-720,-5470,200,explore,200,655,3
17,0.0,-227,-4031,200,explore,200,655,3
18,0.0,-684,-4329,200,explore,200,745,3
19,0.0,-821,-4967,200,explore,200,745,3
20,0.0,-710,-6135,200,explore,200,867,3
21,0.0,-200,-5524,200,explore,200,867,3
22,0.0,-747,-4801,200,explore,200,882,3
23,0.0,-236,-4840,200,explore,200,882,3
24,0.0,-630,-5742,200,explore,200,943,3
25,0.0,-830,-5088,200,explore,200,943,3
26,0.0,-728,-6530,200,explore,200,1023,3
27,0.0,-722,-4783,200,explore,200,1023,3
28,0.0,-738,-5613,200,explore,200,1110,3
29,0.0,-200,-3976,200,explore,200,1110,3
30,0.0,-639,-4195,200,explore,200,1188,3
31,0.0,-209,-4534,200,explore,200,1188,3
32,0.0,-638,-6055,200,explore,200,1267,3
33,0.0,-200,-4511,200,explore,200,1267,3
34,0.0,-648,-5056,200,explore,200,1301,3
35,0.0,-200,-5003,200,explore,200,1301,3
36,0.0,-657,-5556,200,explore,200,1342,3
37,0.0,-200,-4544,200,explore,200,1342,3
38,0.0,-737,-5650,200,explore,200,1349,7
39,0.0,-200,-5443,200,explore,200,1349,7
40,0.1400560224089636,-819,-5579,200,explore,200,1348,19
41,0.1400560224089636,-200,-4994,200,explore,200,1348,19
42,0.1400560224089636,-828,-5292,200,explore,200,1432,19
43,0.1400560224089636,-200,-4697,200,explore,200,1432,19
44,0.1400560224089636,-656,-5056,200,explore,200,1518,20
45,0.1400560224089636,-200,-4453,200,explore,200,1518,20
46,0.1400560224089636,-684,-4589,200,explore,200,1603,20
