trial,phase,steps,numerosity,reliable,knowledge
0,explore,37.6,30.8,0.0,0.0
1,explore,30.4,52.5,0.0,0.0
2,explore,29.4,73.8,0.0,0.0
3,explore,39.1,98.5,0.0,0.0
4,explore,29.6,120.3,0.0,0.0
5,explore,35.3,139.5,0.0,0.0
6,explore,41.6,161.5,0.0,0.0
7,explore,27.5,175.3,0.0,0.0
8,explore,37.7,194.7,0.0,0.0
9,explore,41.7,212.0,0.0,0.0
10,explore,24.9,225.1,0.0,0.0
11,explore,37.2,240.3,0.0,0.0
12,explore,37.7,253.9,0.0,0.0
13,explore,34.5,266.4,0.0,0.0
14,explore,44.6,280.9,0.0,0.0
15,explore,39.8,291.7,0.0,0.0
16,explore,47.7,306.7,0.0,0.0
17,explore,42.9,315.7,0.0,0.0
18,explore,41.5,322.9,0.0,0.0
19,explore,40.3,332.0,0.0,0.0
20,explore,49.1,339.4,0.0,0.0
21,explore,41.6,342.6,0.0,0.0
22,explore,25.4,345.9,0.0,0.0
23,explore,34.2,351.0,0.0,0.0
24,explore,39.3,356.3,0.0,0.0
25,explore,36.9,358.0,0.0,0.0
26,explore,44.8,361.8,0.0,0.0
27,explore,34.5,363.9,0.0,0.0
28,explore,40.4,365.7,0.0,0.0
29,explore,38.4,368.4,0.0,0.0
30,explore,35.3,370.7,0.0,0.0
31,explore,50.0,373.0,0.0,0.0
32,explore,46.8,374.8,0.0,0.0
33,explore,45.2,376.7,0.0,0.0
34,explore,46.3,377.7,0.0,0.0
35,explore,34.5,378.7,0.0,0.0
36,explore,44.8,380.2,0.0,0.0
37,explore,29.6,380.7,0.0,0.0
38,explore,41.8,381.3,0.0,0.0
39,explore,37.9,382.0,0.0,0.0
40,explore,41.6,381.9,0.0,0.0
41,explore,38.3,381.8,0.0,0.0
42,explore,38.6,383.1,0.0,0.0
43,explore,37.7,383.5,0.0,0.0
44,explore,40.5,383.6,0.0,0.0
45,explore,41.1,384.5,0.0,0.0
46,explore,48.5,384.4,0.0,0.0
47,explore,37.3,383.6,0.0,0.0
48,explore,38.8,383.9,0.0,0.0
49,explore,44.0,383.3,0.0,0.0
50,explore,40.8,383.5,0.0,0.0
51,explore,36.5,383.0,0.0,0.0
52,explore,45.6,382.8,0.0,0.0
53,explore,43.8,382.2,0.0,0.0
54,explore,37.8,381.7,0.0,0.0
55,explore,33.3,382.1,0.0,0.0
56,explore,41.4,382.2,0.0,0.0
57,explore,39.0,382.7,0.0,0.0
58,explore,41.5,382.5,0.0,0.0
59,explore,38.7,382.7,0.0,0.0
60,explore,43.6,381.9,0.0,0.0
61,explore,35.1,381.5,0.0,0.0
62,explore,36.9,381.3,0.0,0.0
63,explore,44.6,380.5,0.0,0.0
64,explore,38.6,379.8,0.0,0.0
65,explore,41.3,379.2,0.0,0.0
66,explore,41.3,378.8,0.0,0.0
67,explore,47.1,377.1,0.0,0.0
68,explore,38.3,375.2,0.0,0.0
69,explore,47.0,374.9,0.0,0.0
70,explore,41.7,375.0,0.0,0.0
71,explore,35.5,375.0,0.0,0.0
72,explore,50.0,375.1,0.0,0.0
73,explore,41.3,374.5,0.0,0.0
74,explore,34.2,373.5,0.0,0.0
75,explore,40.7,373.2,0.0,0.0
76,explore,48.2,372.1,0.0,0.0
77,explore,38.2,371.6,0.0,0.0
78,explore,27.5,371.3,0.0,0.0
79,explore,47.0,371.0,0.0,0.0
80,explore,37.9,370.6,0.0,0.0
81,explore,44.9,370.0,0.0,0.0
82,explore,34.6,369.6,0.0,0.0
83,explore,36.4,369.0,0.0,0.0
84,explore,37.1,368.1,0.0,0.0
85,explore,41.3,367.2,0.0,0.0
86,explore,48.6,366.8,0.0,0.0
87,explore,40.9,366.3,0.0,0.0
88,explore,49.6,365.8,0.0,0.0
89,explore,43.7,365.3,0.0,0.0
90,explore,39.8,364.9,0.0,0.0
91,explore,48.5,364.4,0.0,0.0
92,explore,41.8,364.2,0.0,0.0
93,explore,38.4,363.9,0.0,0.0
94,explore,34.3,363.2,0.0,0.0
95,explore,41.7,362.9,0.0,0.0
96,explore,47.9,362.0,0.0,0.0
97,explore,41.3,361.0,0.0,0.0
98,explore,41.6,359.3,0.0,0.0
99,explore,43.1,358.5,0.0,0.0
100,explore,43.0,358.1,0.0,0.0
101,explore,34.6,358.0,0.0,0.0
102,explore,44.4,357.5,0.0,0.0
103,explore,43.4,357.0,0.0,0.0
104,explore,43.8,356.6,0.0,0.0
105,explore,45.9,355.7,0.0,0.0
106,explore,44.3,354.9,0.0,0.0
107,explore,33.7,354.5,0.0,0.0
108,explore,28.4,354.3,0.0,0.0
109,explore,34.9,354.0,0.0,0.0
110,explore,38.3,353.3,0.0,0.0
111,explore,46.7,352.4,0.0,0.0
112,explore,45.9,351.8,0.0,0.0
113,explore,36.8,351.5,0.0,0.0
114,explore,44.0,350.5,0.0,0.0
115,explore,35.1,350.1,0.0,0.0
116,explore,32.7,350.1,0.0,0.0
117,explore,44.1,350.0,0.0,0.0
118,explore,43.7,350.0,0.0,0.0
119,explore,42.8,350.3,0.0,0.0
120,explore,35.8,350.0,0.0,0.0
121,explore,40.9,349.5,0.0,0.0
122,explore,43.0,349.0,0.0,0.0
123,explore,37.7,348.9,0.0,0.0
124,explore,40.4,349.8,0.0,0.0
125,explore,33.0,350.3,0.0,0.0
126,explore,41.8,350.6,0.0,0.0
127,explore,44.6,350.3,0.0,0.0
128,explore,43.0,350.6,0.0,0.0
129,explore,41.2,350.3,0.0,0.0
130,explore,42.1,350.0,0.0,0.0
131,explore,33.4,350.7,0.0,0.0
132,explore,48.3,349.9,0.0,0.0
133,explore,38.9,349.7,0.0,0.0
134,explore,44.6,350.2,0.0,0.0
135,explore,46.1,349.1,0.0,0.0
136,explore,36.3,349.6,0.0,0.0
137,explore,43.3,349.6,0.0,0.0
138,explore,37.6,349.4,0.0,0.0
139,explore,48.3,349.0,0.0,0.0
140,explore,44.8,349.0,0.0,0.0
141,explore,31.8,350.2,0.0,0.0
142,explore,46.5,351.0,0.0,0.0
143,explore,46.5,351.1,0.0,0.0
144,explore,42.3,351.5,0.0,0.0
145,explore,32.4,351.7,0.0,0.0
146,explore,44.8,352.7,0.0,0.0
147,explore,26.3,352.4,0.0,0.0
148,explore,30.2,354.3,0.0,0.0
149,explore,42.1,354.5,0.0,0.0
150,explore,42.9,354.2,0.0,0.0
151,explore,37.3,354.2,0.0,0.0
152,explore,34.6,354.1,0.0,0.0
153,explore,47.9,353.9,0.0,0.0
154,explore,43.0,353.5,0.0,0.0
155,explore,45.8,352.5,0.0,0.0
156,explore,39.9,352.0,0.0,0.0
157,explore,30.9,352.1,0.0,0.0
158,explore,32.0,352.0,0.0,0.0
159,explore,36.7,352.1,0.0,0.0
160,explore,47.6,352.0,0.0,0.0
161,explore,42.9,351.6,0.0,0.0
162,explore,43.7,351.2,0.0,0.0
163,explore,46.2,350.9,0.0,0.0
164,explore,45.3,350.5,0.0,0.0
