trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-542,-542,200,explore,200,76,2
1,0.0,-560,-1138,200,explore,200,145,3
2,0.0,-632,-1842,200,explore,200,201,4
3,0.1400560224089636,-650,-2438,200,explore,200,226,9
4,0.1400560224089636,-479,-2836,200,explore,200,299,9
5,0.1400560224089636,-488,-3504,200,explore,200,314,10
6,0.21008403361344538,-677,-4145,200,explore,200,410,16
7,0.21008403361344538,-623,-4498,200,explore,200,495,30
8,0.21008403361344538,-686,-5278,200,explore,200,576,43
9,0.350140056022409,-470,-5681,200,explore,200,631,58
10,0.8403361344537815,-623,-5218,200,explore,200,651,90
11,0.8403361344537815,-659,-5816,200,explore,200,753,115
12,1.050420168067227,-569,-5987,200,explore,200,811,137
13,1.2605042016806722,-605,-6275,200,explore,200,836,163
14,1.2605042016806722,-237,-5601,96,explore,96,890,173
15,1.2605042016806722,-632,-6014,200,explore,200,983,188
16,1.330532212885154,-605,-6374,200,explore,200,1029,204
17,1.8207282913165268,-605,-6374,200,explore,200,1042,221
18,1.8207282913165268,-569,-6230,200,explore,200,1067,228
19,1.8207282913165268,-614,-5933,200,explore,200,1175,244
20,1.8907563025210083,-614,-5920,200,explore,200,1250,258
21,2.5910364145658265,-722,-6689,200,explore,200,1258,272
22,2.661064425770308,-668,-5676,200,explore,200,1284,283
23,2.661064425770308,-614,-6734,200,explore,200,1369,290
24,2.8711484593837535,-623,-6491,200,explore,200,1402,305
25,2.8711484593837535,-205,-6251,82,explore,82,1430,305
26,3.221288515406162,-560,-6824,200,explore,200,1453,314
27,3.221288515406162,-231,-6120,81,explore,81,1490,314
28,3.8515406162464987,-731,-6500,200,explore,200,1494,334
29,3.8515406162464987,-614,-6518,200,explore,200,1513,338
30,3.9215686274509802,-596,-6482,200,explore,200,1526,345
31,3.9215686274509802,-587,-6500,200,explore,200,1610,345
32,4.061624649859944,-704,-6797,200,explore,200,1615,353
33,4.621848739495799,-686,-5820,200,explore,200,1617,363
34,4.621848739495799,-614,-6833,200,explore,200,1672,370
35,4.621848739495799,-533,-7319,200,explore,200,1694,373
36,4.761904761904762,-605,-6545,200,explore,200,1716,380
37,4.761904761904762,-569,-6455,200,explore,200,1780,383
38,4.761904761904762,-26,-6470,20,explore,20,1786,384
39,4.761904761904762,-576,-6702,183,explore,183,1828,387
40,5.1120448179271705,-812,-6545,200,explore,200,1863,400
41,5.742296918767507,-695,-7255,200,explore,200,1873,415
42,5.742296918767507,-767,-7490,200,explore,200,1931,416
43,6.862745098039216,-758,-7031,200,explore,200,1928,441
44,6.862745098039216,-794,-7400,200,explore,200,1944,445
45,6.932773109243698,-704,-7499,200,explore,200,1991,447
46,7.773109243697479,-812,-7738,200,explore,200,1999,472
47,7.8431372549019605,-767,-8145,200,explore,200,2014,475
48,8.473389355742297,-821,-8437,200,explore,200,2022,491
49,8.753501400560223,-776,-8075,200,explore,200,2022,500
50,8.96358543417367,-920,-8057,200,explore,200,2026,509
51,9.73389355742297,-749,-7228,200,explore,200,2043,530
52,9.73389355742297,-812,-8021,200,explore,200,2067,533
53,10.014005602240896,-713,-7454,200,explore,200,2083,543
54,10.784313725490197,-776,-7517,200,explore,200,2081,558
55,10.854341736694678,-1010,-7374,200,explore,200,2090,563
56,10.92436974789916,-956,-8435,200,explore,200,2109,569
57,11.694677871148459,-776,-8579,200,explore,200,2108,584
58,12.11484593837535,-983,-8678,200,explore,200,2110,597
59,12.394957983193278,-983,-8615,200,explore,200,2115,605
60,12.815126050420167,-1037,-8804,200,explore,200,2119,622
61,13.095238095238097,-758,-7580,200,explore,200,2122,631
62,13.865546218487395,-812,-7763,200,explore,200,2131,648
63,14.425770308123248,-884,-8957,200,explore,200,2137,665
64,14.495798319327733,-767,-8903,200,explore,200,2146,677
65,14.565826330532214,-758,-8374,200,explore,200,2152,687
66,14.775910364145659,-722,-8105,200,explore,200,2158,696
67,15.336134453781513,-1010,-8768,200,explore,200,2180,717
