trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-614,-614,200,explore,200,73,3
1,0.0,-569,-1084,200,explore,200,150,3
2,0.0700280112044818,-587,-1518,200,explore,200,217,4
3,0.0700280112044818,-542,-2312,200,explore,200,285,5
4,0.21008403361344538,-587,-2944,200,explore,200,379,30
5,0.350140056022409,-219,-3136,87,explore,87,438,46
6,0.700280112044818,-542,-4039,200,explore,200,492,77
7,0.700280112044818,-596,-5047,200,explore,200,564,100
8,1.2605042016806722,-695,-5697,200,explore,200,604,125
9,1.330532212885154,-641,-6410,200,explore,200,692,150
10,1.8207282913165268,-551,-5823,200,explore,200,737,179
11,2.030812324929972,-569,-6212,200,explore,200,785,206
12,3.361344537815126,-578,-6431,200,explore,200,803,243
13,3.361344537815126,-605,-6311,200,explore,200,851,258
14,3.361344537815126,-695,-6473,200,explore,200,932,277
15,3.361344537815126,-468,-6045,156,explore,156,1017,287
16,4.341736694677871,-695,-6096,200,explore,200,1043,308
17,4.341736694677871,-650,-6581,200,explore,200,1133,326
18,4.341736694677871,-650,-6350,200,explore,200,1225,342
19,4.69187675070028,-587,-6207,200,explore,200,1251,360
20,4.901960784313726,-479,-6527,200,explore,200,1281,374
21,5.392156862745098,-659,-6995,200,explore,200,1306,391
22,6.512605042016808,-650,-7094,200,explore,200,1312,417
23,6.652661064425771,-623,-7265,200,explore,200,1356,431
24,6.722689075630252,-650,-7088,200,explore,200,1458,442
25,6.792717086834734,-614,-7517,200,explore,200,1482,456
26,7.282913165266107,-578,-7098,200,explore,200,1520,473
27,7.773109243697479,-650,-7589,200,explore,200,1533,487
28,8.543417366946779,-641,-8021,200,explore,200,1539,504
29,8.683473389355742,-569,-6815,200,explore,200,1567,513
30,9.313725490196079,-659,-6843,200,explore,200,1598,529
31,10.15406162464986,-1001,-7895,200,explore,200,1605,548
32,10.644257703081232,-641,-7253,200,explore,200,1611,562
33,11.134453781512606,-650,-7589,200,explore,200,1620,582
34,11.344537815126051,-614,-7560,200,explore,200,1675,590
35,11.694677871148459,-587,-7454,200,explore,200,1704,601
36,11.694677871148459,-276,-6949,108,explore,108,1770,601
37,11.76470588235294,-52,-6759,28,explore,28,1778,602
38,11.834733893557422,-614,-7346,200,explore,200,1861,603
39,12.394957983193278,-713,-7668,200,explore,200,1874,619
40,13.095238095238097,-758,-7857,200,explore,200,1876,638
