trial,knowledge,reward,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,1000,23.0,explore,23.0,19.8,0.0
1,0.0,1000,35.5,explore,35.5,46.8,0.0
2,0.0,0,39.5,explore,39.5,73.8,0.0
3,0.0,1000,31.2,explore,31.2,97.1,0.0
4,0.0,0,38.3,explore,38.3,119.7,0.3
5,0.0,0,34.9,explore,34.9,143.0,0.4
6,0.08695652173913045,0,40.9,explore,40.9,164.3,1.4
7,0.08695652173913045,1000,33.7,explore,33.7,185.2,2.6
8,0.2608695652173913,1000,42.0,explore,42.0,202.6,4.1
9,0.2608695652173913,1000,29.1,explore,29.1,214.1,5.2
10,0.4347826086956522,1000,40.3,explore,40.3,231.0,6.6
11,0.6956521739130437,0,39.6,explore,39.6,246.3,7.6
12,0.6956521739130437,0,37.8,explore,37.8,257.8,8.4
13,0.8695652173913044,0,33.3,explore,33.3,268.4,9.6
14,1.0434782608695652,0,34.9,explore,34.9,279.4,10.6
15,1.5652173913043481,1000,36.1,explore,36.1,288.9,11.9
16,2.173913043478261,0,50.0,explore,50.0,299.7,12.9
17,3.0434782608695654,0,38.8,explore,38.8,306.2,14.9
18,3.652173913043479,1000,42.8,explore,42.8,312.3,16.2
19,4.695652173913045,0,45.6,explore,45.6,318.6,18.5
20,5.130434782608697,0,47.1,explore,47.1,325.2,19.5
21,5.913043478260871,0,38.6,explore,38.6,327.4,20.9
22,7.043478260869565,1000,39.2,explore,39.2,330.1,22.7
23,7.739130434782609,0,41.8,explore,41.8,334.4,24.5
24,9.217391304347824,0,44.9,explore,44.9,337.1,27.4
25,10.000000000000002,1000,42.9,explore,42.9,339.4,28.5
26,10.869565217391305,0,42.6,explore,42.6,342.4,29.9
27,11.478260869565217,0,37.3,explore,37.3,344.5,31.2
28,12.782608695652176,0,41.5,explore,41.5,345.8,33.0
29,13.478260869565215,1000,22.7,explore,22.7,346.9,33.8
30,15.217391304347828,1000,43.1,explore,43.1,348.5,36.4
