trial,knowledge,reward,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,0,41.8,explore,41.8,35.9,0.0
1,0.0,0,32.6,explore,32.6,61.0,0.0
2,0.0,1000,37.8,explore,37.8,87.1,0.0
3,0.0,1000,38.8,explore,38.8,111.8,0.0
4,0.0,0,24.0,explore,24.0,127.9,0.0
5,0.0,0,28.5,explore,28.5,146.3,0.0
6,0.0,0,28.8,explore,28.8,161.5,0.0
7,0.0,1000,35.8,explore,35.8,183.9,0.0
8,0.0,1000,40.9,explore,40.9,205.3,0.1
9,0.0,0,42.6,explore,42.6,224.1,0.2
10,0.0,0,38.1,explore,38.1,238.5,0.7
11,0.0,1000,29.3,explore,29.3,253.1,1.0
12,0.0,1000,32.7,explore,32.7,262.4,1.2
13,0.08695652173913045,1000,38.2,explore,38.2,278.7,2.3
14,0.3478260869565218,0,41.0,explore,41.0,291.3,2.9
15,0.43478260869565216,0,42.3,explore,42.3,303.8,3.9
16,0.5217391304347826,0,38.5,explore,38.5,317.0,4.5
17,0.5217391304347826,1000,38.3,explore,38.3,326.8,5.2
18,0.6086956521739131,1000,43.3,explore,43.3,333.4,6.1
19,0.6956521739130436,1000,36.8,explore,36.8,337.9,6.9
20,0.6956521739130436,1000,37.3,explore,37.3,342.9,7.7
21,0.9565217391304349,1000,41.3,explore,41.3,348.7,8.3
22,1.0434782608695656,0,39.0,explore,39.0,353.8,9.4
23,1.217391304347826,1000,37.3,explore,37.3,357.2,9.8
24,1.217391304347826,0,31.1,explore,31.1,359.5,10.1
25,1.391304347826087,0,36.4,explore,36.4,362.3,10.6
26,1.7391304347826089,1000,45.9,explore,45.9,366.4,11.7
27,1.9130434782608698,1000,39.1,explore,39.1,369.2,12.4
28,2.173913043478261,0,44.6,explore,44.6,371.0,13.4
29,2.173913043478261,1000,34.4,explore,34.4,371.9,13.7
30,2.608695652173913,1000,40.5,explore,40.5,373.5,14.7
31,2.695652173913044,0,45.4,explore,45.4,376.6,15.0
32,3.0434782608695654,0,39.1,explore,39.1,378.2,15.7
33,3.3913043478260874,0,44.9,explore,44.9,379.3,16.5
34,3.652173913043479,0,35.8,explore,35.8,380.1,17.0
35,3.8260869565217397,0,39.0,explore,39.0,380.7,17.3
36,4.2608695652173925,0,39.2,explore,39.2,381.2,18.5
37,4.9565217391304355,0,44.9,explore,44.9,381.5,19.5
38,5.91304347826087,0,45.4,explore,45.4,382.1,21.0
39,6.086956521739133,1000,33.9,explore,33.9,381.8,21.8
40,6.608695652173914,0,36.4,explore,36.4,381.1,22.9
41,7.304347826086958,1000,35.7,explore,35.7,380.9,24.0
42,8.000000000000002,1000,31.4,explore,31.4,380.6,25.1
43,8.782608695652176,1000,40.0,explore,40.0,379.8,26.4
44,9.217391304347828,1000,33.7,explore,33.7,380.0,27.0
45,9.82608695652174,0,44.9,explore,44.9,380.0,28.0
46,10.695652173913045,0,39.4,explore,39.4,380.2,29.9
47,11.217391304347826,0,44.9,explore,44.9,380.2,31.9
48,12.695652173913043,1000,47.7,explore,47.7,379.8,34.0
49,13.913043478260871,0,45.6,explore,45.6,378.7,36.1
50,14.521739130434781,0,46.7,explore,46.7,377.6,37.8
51,15.652173913043478,0,45.9,explore,45.9,377.2,39.7
52,16.260869565217394,0,40.7,explore,40.7,375.9,40.9
53,16.782608695652172,1000,31.4,explore,31.4,375.7,41.9
54,17.391304347826086,0,37.5,explore,37.5,375.4,43.2
55,18.173913043478258,0,39.3,explore,39.3,375.4,44.7
56,19.65217391304348,0,41.5,explore,41.5,374.8,46.9
57,20.782608695652176,0,38.8,explore,38.8,374.0,49.1
58,21.826086956521742,0,48.3,explore,48.3,372.2,51.6
59,23.217391304347824,0,41.2,explore,41.2,371.7,53.8
60,24.0,1000,44.7,explore,44.7,370.7,55.4
61,25.304347826086957,1000,40.0,explore,40.0,370.0,57.8
62,26.782608695652176,0,36.1,explore,36.1,369.2,59.9
63,27.739130434782606,1000,45.0,explore,45.0,368.5,62.0
64,28.347826086956523,0,42.5,explore,42.5,368.0,63.6
65,29.391304347826093,0,45.3,explore,45.3,368.1,65.3
66,30.43478260869565,0,43.4,explore,43.4,368.0,67.2
67,31.913043478260867,0,45.1,explore,45.1,368.3,69.6
68,32.869565217391305,1000,36.4,explore,36.4,367.3,71.5
69,33.91304347826087,1000,31.4,explore,31.4,367.1,73.1
70,35.04347826086957,0,39.7,explore,39.7,365.8,75.0
71,36.347826086956516,0,43.0,explore,43.0,365.3,76.9
72,37.39130434782608,1000,38.8,explore,38.8,364.5,78.8
73,38.69565217391304,0,47.2,explore,47.2,364.0,81.6
74,39.30434782608695,0,37.7,explore,37.7,363.5,83.3
75,40.78260869565217,0,48.3,explore,48.3,363.6,86.1
76,41.56521739130436,0,49.3,explore,49.3,362.9,88.1
77,42.434782608695656,0,38.2,explore,38.2,361.8,90.8
78,43.30434782608696,1000,30.5,explore,30.5,360.8,92.5
79,44.347826086956516,1000,37.6,explore,37.6,360.0,94.2
80,44.95652173913044,1000,34.3,explore,34.3,358.8,95.8
81,45.56521739130435,0,35.8,explore,35.8,358.2,97.2
82,47.1304347826087,0,45.1,explore,45.1,357.3,100.4
83,48.26086956521739,0,42.4,explore,42.4,357.1,103.0
84,49.04347826086956,0,35.8,explore,35.8,356.9,104.5
85,50.0,0,32.4,explore,32.4,356.5,106.5
86,51.391304347826086,0,37.1,explore,37.1,356.2,108.8
87,52.34782608695652,0,45.9,explore,45.9,355.5,110.7
88,53.04347826086956,0,41.6,explore,41.6,354.7,111.8
89,54.43478260869565,0,39.9,explore,39.9,354.2,114.2
90,55.21739130434783,0,37.2,explore,37.2,353.5,116.1
91,55.91304347826086,1000,37.8,explore,37.8,352.9,117.8
92,57.13043478260869,0,43.7,explore,43.7,352.4,120.1
93,58.34782608695652,0,43.6,explore,43.6,351.0,122.6
94,58.8695652173913,0,39.8,explore,39.8,349.4,124.6
95,59.65217391304348,0,39.8,explore,39.8,348.5,126.8
96,60.521739130434774,0,40.5,explore,40.5,348.2,128.6
97,61.47826086956521,0,49.9,explore,49.9,347.0,130.4
98,62.608695652173914,1000,38.4,explore,38.4,346.7,132.9
99,63.391304347826086,0,47.9,explore,47.9,345.7,135.0
100,64.52173913043478,0,46.4,explore,46.4,345.4,137.5
101,65.47826086956522,0,45.3,explore,45.3,344.0,139.9
102,66.17391304347827,1000,37.7,explore,37.7,343.9,142.1
103,66.78260869565217,1000,36.3,explore,36.3,343.5,143.5
104,67.47826086956522,1000,38.2,explore,38.2,343.5,145.2
105,68.34782608695653,0,40.3,explore,40.3,344.1,147.7
106,68.95652173913044,0,45.5,explore,45.5,342.8,150.2
107,69.65217391304347,0,48.1,explore,48.1,342.0,152.4
108,70.17391304347828,0,41.0,explore,41.0,341.4,154.7
109,70.95652173913042,0,47.6,explore,47.6,341.3,157.4
110,71.30434782608695,0,32.5,explore,32.5,341.0,159.3
111,72.17391304347825,0,42.3,explore,42.3,340.4,162.0
112,73.56521739130434,0,48.2,explore,48.2,339.0,165.0
113,74.00000000000003,0,38.7,explore,38.7,338.6,166.7
114,74.43478260869566,1000,35.2,explore,35.2,338.1,168.7
115,75.21739130434784,1000,25.0,explore,25.0,337.8,171.3
116,75.82608695652172,0,40.7,explore,40.7,337.3,172.7
117,76.43478260869566,0,46.6,explore,46.6,336.4,175.5
118,77.39130434782608,0,42.8,explore,42.8,336.1,178.5
119,77.65217391304347,0,31.1,explore,31.1,335.5,179.7
120,78.0,0,40.9,explore,40.9,334.6,181.4
121,78.78260869565217,0,44.1,explore,44.1,334.2,183.9
122,79.04347826086958,0,37.9,explore,37.9,333.8,184.6
123,79.21739130434783,0,44.3,explore,44.3,333.5,186.3
124,79.56521739130434,1000,40.2,explore,40.2,332.8,187.6
125,80.17391304347827,1000,37.2,explore,37.2,332.4,189.6
126,80.52173913043478,1000,39.9,explore,39.9,331.9,191.6
127,81.13043478260869,0,45.9,explore,45.9,331.3,193.9
128,81.39130434782608,0,42.7,explore,42.7,330.0,195.4
129,81.56521739130434,0,29.9,explore,29.9,329.7,197.5
130,82.0,1000,41.0,explore,41.0,328.9,198.6
131,82.43478260869566,1000,35.0,explore,35.0,327.8,200.1
132,82.69565217391303,0,40.5,explore,40.5,327.7,202.2
133,82.69565217391303,1000,42.0,explore,42.0,327.3,203.7
134,82.86956521739131,0,38.2,explore,38.2,327.0,205.6
135,83.65217391304347,1000,41.5,explore,41.5,326.3,207.9
136,83.82608695652172,1000,38.9,explore,38.9,325.6,209.1
137,84.26086956521739,0,40.5,explore,40.5,324.9,211.7
138,84.69565217391306,1000,39.2,explore,39.2,325.0,213.3
139,85.04347826086958,0,45.1,explore,45.1,324.1,215.2
140,85.30434782608697,1000,36.7,explore,36.7,323.9,216.4
141,85.65217391304348,1000,35.7,explore,35.7,324.0,217.7
142,85.82608695652176,1000,37.8,explore,37.8,323.5,218.6
143,86.00000000000001,0,41.3,explore,41.3,323.4,220.0
144,86.2608695652174,1000,42.4,explore,42.4,322.4,221.6
145,86.60869565217392,1000,48.4,explore,48.4,322.4,223.2
146,86.86956521739133,0,45.4,explore,45.4,321.7,224.6
147,86.95652173913044,0,39.4,explore,39.4,321.4,225.1
148,87.3913043478261,1000,39.5,explore,39.5,320.8,226.5
149,87.82608695652175,0,36.1,explore,36.1,320.3,228.2
150,88.08695652173913,1000,30.9,explore,30.9,319.9,229.2
151,88.60869565217392,0,44.9,explore,44.9,319.3,230.9
152,88.78260869565217,0,48.1,explore,48.1,318.1,231.8
153,88.95652173913044,1000,33.2,explore,33.2,317.7,232.2
154,89.30434782608697,0,46.7,explore,46.7,317.6,233.7
155,89.65217391304348,0,48.8,explore,48.8,317.1,234.5
156,89.82608695652176,0,43.0,explore,43.0,316.3,235.6
157,89.91304347826089,1000,37.3,explore,37.3,315.6,237.1
158,90.08695652173915,1000,40.2,explore,40.2,315.6,238.4
159,90.43478260869566,0,50.0,explore,50.0,315.2,239.8
160,90.5217391304348,1000,49.0,explore,49.0,314.6,240.9
161,90.95652173913045,0,39.5,explore,39.5,314.2,242.0
162,91.04347826086958,1000,44.1,explore,44.1,313.6,243.4
163,91.21739130434783,1000,38.1,explore,38.1,313.5,244.2
164,91.47826086956522,0,43.0,explore,43.0,313.3,245.6
165,91.6521739130435,0,42.8,explore,42.8,312.2,246.7
166,91.6521739130435,0,30.3,explore,30.3,312.1,247.4
167,91.73913043478262,1000,42.6,explore,42.6,311.7,247.7
168,92.0,0,33.7,explore,33.7,311.2,249.5
169,92.17391304347828,1000,39.0,explore,39.0,311.2,250.2
170,92.2608695652174,0,44.2,explore,44.2,311.3,250.7
171,92.43478260869566,0,40.1,explore,40.1,310.6,251.4
172,92.5217391304348,0,40.9,explore,40.9,310.0,252.3
173,92.69565217391305,0,41.9,explore,41.9,309.6,252.9
174,92.95652173913044,0,35.6,explore,35.6,308.9,253.9
175,92.95652173913044,0,44.8,explore,44.8,308.6,254.6
176,92.95652173913044,0,49.8,explore,49.8,308.6,255.0
177,93.04347826086956,0,43.0,explore,43.0,308.9,255.2
178,93.13043478260869,1000,37.6,explore,37.6,308.7,255.7
179,93.13043478260869,0,39.2,explore,39.2,308.3,256.3
180,93.3913043478261,0,40.6,explore,40.6,308.5,257.0
181,93.47826086956522,0,39.7,explore,39.7,308.6,257.6
182,93.65217391304347,0,45.0,explore,45.0,309.1,258.4
183,93.73913043478261,0,45.9,explore,45.9,309.2,258.7
184,93.82608695652173,1000,33.6,explore,33.6,309.1,259.0
185,94.08695652173913,1000,37.6,explore,37.6,308.7,259.4
186,94.08695652173913,0,40.6,explore,40.6,308.9,259.6
187,94.26086956521739,0,41.9,explore,41.9,308.5,260.2
188,94.43478260869564,0,41.8,explore,41.8,308.4,260.9
