trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0700280112044818,-542,-542,200,explore,200,73,3
1,0.0700280112044818,-722,-1345,200,explore,200,73,3
2,0.700280112044818,-515,-1923,200,explore,200,82,17
3,0.700280112044818,-812,-2771,200,explore,200,82,17
4,0.700280112044818,-551,-3250,200,explore,200,146,18
5,0.700280112044818,-371,-3504,200,explore,200,146,18
6,0.8403361344537815,-641,-4272,200,explore,200,238,34
7,0.8403361344537815,-821,-4858,200,explore,200,238,34
8,0.9103641456582634,-704,-5238,200,explore,200,320,58
9,0.9103641456582634,-812,-6923,200,explore,200,320,58
10,1.1204481792717087,-578,-6311,200,explore,200,413,77
11,1.1204481792717087,-713,-6281,200,explore,200,413,77
12,1.1204481792717087,-623,-6572,200,explore,200,518,84
13,1.1204481792717087,-839,-6608,200,explore,200,518,84
14,1.2605042016806722,-650,-5924,200,explore,200,559,97
15,1.2605042016806722,-200,-5602,200,explore,200,559,97
16,1.330532212885154,-569,-5647,200,explore,200,656,104
17,1.330532212885154,-200,-5987,200,explore,200,656,104
18,1.330532212885154,-641,-6923,200,explore,200,707,114
19,1.330532212885154,-200,-5453,200,explore,200,707,114
20,1.8207282913165268,-605,-5565,200,explore,200,791,127
21,1.8207282913165268,-884,-6653,200,explore,200,791,127
22,1.8207282913165268,-551,-4772,200,explore,200,877,129
23,1.8207282913165268,-812,-5222,200,explore,200,877,129
24,2.100840336134454,-623,-4835,200,explore,200,909,141
25,2.100840336134454,-200,-5372,200,explore,200,909,141
26,2.5910364145658265,-632,-5281,200,explore,200,942,155
27,2.5910364145658265,-200,-4826,200,explore,200,942,155
28,2.941176470588235,-704,-6293,200,explore,200,967,168
29,2.941176470588235,-614,-6059,200,explore,200,967,168
30,4.411764705882353,-758,-5627,200,explore,200,969,201
31,4.411764705882353,-209,-4682,200,explore,200,969,201
32,5.042016806722689,-812,-5096,200,explore,200,1035,217
33,5.042016806722689,-200,-4250,200,explore,200,1035,217
34,5.5322128851540615,-623,-4250,200,explore,200,1077,227
35,5.5322128851540615,-200,-4364,200,explore,200,1077,227
36,5.952380952380952,-605,-4871,200,explore,200,1140,237
37,5.952380952380952,-200,-4970,200,explore,200,1140,237
38,6.022408963585434,-286,-4732,109,explore,109,1194,238
39,6.022408963585434,-200,-4979,200,explore,200,1194,238
40,6.862745098039216,-668,-4349,200,explore,200,1216,261
41,6.862745098039216,-218,-4790,200,explore,200,1216,261
42,6.862745098039216,-740,-5852,200,explore,200,1288,266
43,6.862745098039216,-200,-4174,200,explore,200,1288,266
44,7.703081232492997,-731,-5195,200,explore,200,1287,286
45,7.703081232492997,-713,-4479,200,explore,200,1287,286
46,7.913165266106442,-875,-5285,200,explore,200,1309,297
47,7.913165266106442,-200,-5648,200,explore,200,1309,297
48,7.913165266106442,-758,-4626,200,explore,200,1429,297
49,7.913165266106442,-200,-5090,200,explore,200,1429,297
50,8.053221288515406,-749,-5501,200,explore,200,1497,304
51,8.053221288515406,-911,-5120,200,explore,200,1497,304
52,8.193277310924369,-920,-4325,200,explore,200,1518,315
53,8.193277310924369,-200,-5771,200,explore,200,1518,315
54,8.823529411764707,-857,-5483,200,explore,200,1534,331
55,8.823529411764707,-317,-4871,200,explore,200,1534,331
56,9.243697478991598,-965,-5843,200,explore,200,1547,348
57,9.243697478991598,-200,-5173,200,explore,200,1547,348
58,9.663865546218489,-920,-5789,200,explore,200,1554,362
59,9.663865546218489,-200,-4781,200,explore,200,1554,362
60,9.663865546218489,-1055,-5798,200,explore,200,1602,367
61,9.663865546218489,-200,-4718,200,explore,200,1602,367
62,9.873949579831933,-785,-5033,200,explore,200,1649,376
63,9.873949579831933,-200,-4745,200,explore,200,1649,376
64,10.084033613445378,-794,-5186,200,explore,200,1709,385
65,10.084033613445378,-200,-4871,200,explore,200,1709,385
66,11.134453781512606,-884,-4509,200,explore,200,1708,415
67,11.134453781512606,-200,-5042,200,explore,200,1708,415
68,11.414565826330533,-540,-5184,147,explore,147,1725,428
69,11.414565826330533,-200,-5087,200,explore,200,1725,428
70,11.694677871148459,-812,-5096,200,explore,200,1819,436
71,11.694677871148459,-200,-5375,200,explore,200,1819,436
72,11.694677871148459,-866,-5420,200,explore,200,1869,444
73,11.694677871148459,-200,-5177,200,explore,200,1869,444
74,11.694677871148459,-848,-5195,200,explore,200,1916,449
