trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-542,-542,200,explore,200,73,2
1,0.1400560224089636,-533,-1093,200,explore,200,138,19
2,0.1400560224089636,-632,-1761,200,explore,200,226,46
3,0.1400560224089636,-232,-1742,73,explore,73,266,52
4,0.1400560224089636,-614,-2953,200,explore,200,311,59
5,0.1400560224089636,-596,-3403,200,explore,200,344,64
6,0.1400560224089636,-560,-4289,200,explore,200,437,77
7,0.1400560224089636,-731,-4993,200,explore,200,534,96
8,0.2801120448179272,-402,-5033,153,explore,153,592,103
9,0.2801120448179272,-704,-6296,200,explore,200,639,111
10,0.2801120448179272,-641,-6518,200,explore,200,701,118
11,0.2801120448179272,-650,-6302,200,explore,200,726,122
12,0.350140056022409,-596,-5898,200,explore,200,747,127
13,0.350140056022409,-713,-6258,200,explore,200,822,128
14,0.350140056022409,-722,-6545,200,explore,200,891,131
15,0.350140056022409,-659,-6319,200,explore,200,973,131
16,0.350140056022409,-623,-6596,200,explore,200,1076,131
17,0.42016806722689076,-695,-6509,200,explore,200,1098,138
18,0.42016806722689076,-623,-6064,200,explore,200,1100,143
19,0.42016806722689076,-632,-6271,200,explore,200,1128,146
20,0.42016806722689076,-515,-6689,200,explore,200,1161,147
21,0.42016806722689076,-605,-6004,200,explore,200,1212,150
22,0.42016806722689076,-560,-6232,200,explore,200,1260,152
23,0.42016806722689076,-560,-6932,200,explore,200,1359,152
24,0.42016806722689076,-695,-7031,200,explore,200,1386,155
25,0.42016806722689076,-641,-7175,200,explore,200,1465,158
26,0.42016806722689076,-731,-7481,200,explore,200,1497,160
27,0.42016806722689076,-677,-6819,200,explore,200,1550,162
28,0.49019607843137253,-695,-6957,200,explore,200,1569,169
29,0.5602240896358543,-632,-7049,200,explore,200,1579,174
30,1.1204481792717087,-794,-7499,200,explore,200,1578,187
31,1.2605042016806722,-749,-7646,200,explore,200,1587,194
32,1.2605042016806722,-641,-7511,200,explore,200,1598,201
33,1.5406162464985995,-866,-7994,200,explore,200,1606,210
34,1.5406162464985995,-606,-7282,195,explore,195,1669,210
35,1.5406162464985995,-650,-8300,200,explore,200,1695,219
36,1.5406162464985995,-704,-7789,200,explore,200,1754,220
37,1.680672268907563,-821,-8228,200,explore,200,1765,225
38,1.680672268907563,-722,-7940,200,explore,200,1795,228
39,2.100840336134454,-875,-7228,200,explore,200,1808,238
40,2.100840336134454,-776,-8400,200,explore,200,1816,244
41,2.5210084033613445,-938,-8795,200,explore,200,1817,260
42,2.5910364145658265,-947,-8498,200,explore,200,1827,269
43,2.661064425770308,-821,-8231,200,explore,200,1844,270
44,2.661064425770308,-803,-8993,200,explore,200,1848,274
45,2.661064425770308,-803,-8399,200,explore,200,1936,274
46,3.011204481792717,-866,-8849,200,explore,200,1934,293
47,3.571428571428571,-1073,-7883,200,explore,200,1934,310
48,3.711484593837535,-821,-8148,200,explore,200,1962,313
49,4.551820728291316,-803,-8165,200,explore,200,1961,329
50,4.761904761904762,-884,-8444,200,explore,200,1960,345
51,4.901960784313726,-632,-8750,149,explore,149,1968,350
52,4.971988795518207,-767,-8984,200,explore,200,1971,359
53,4.971988795518207,-731,-8352,200,explore,200,1990,363
54,4.971988795518207,-776,-8487,200,explore,200,1996,369
55,5.2521008403361344,-857,-8309,200,explore,200,1995,379
56,5.322128851540616,-1010,-8705,200,explore,200,1995,392
57,5.392156862745098,-1001,-8345,200,explore,200,1998,402
58,5.88235294117647,-965,-8102,200,explore,200,1997,413
59,6.022408963585434,-1010,-8885,200,explore,200,2001,417
60,6.022408963585434,-857,-7990,200,explore,200,2039,418
61,6.792717086834734,-803,-7189,200,explore,200,2037,434
62,7.072829131652661,-839,-8120,200,explore,200,2040,445
63,7.352941176470589,-920,-8273,200,explore,200,2039,452
64,7.42296918767507,-1154,-7918,200,explore,200,2049,459
65,7.563025210084033,-938,-8000,200,explore,200,2051,464
66,7.9831932773109235,-848,-7994,200,explore,200,2048,472
67,8.193277310924369,-947,-8462,200,explore,200,2052,481
68,8.96358543417367,-776,-7491,200,explore,200,2051,497
69,9.033613445378151,-731,-8372,200,explore,200,2089,503
70,9.38375350140056,-911,-8740,200,explore,200,2088,515
71,9.38375350140056,-947,-7571,200,explore,200,2111,516
72,9.523809523809524,-767,-7211,200,explore,200,2122,526
73,9.803921568627452,-695,-7378,200,explore,200,2129,538
74,10.014005602240896,-902,-8003,200,explore,200,2127,544
75,10.224089635854341,-1064,-8813,200,explore,200,2129,553
76,10.57422969187675,-911,-8381,200,explore,200,2133,573
77,10.644257703081232,-695,-8003,200,explore,200,2143,580
78,11.134453781512606,-659,-8660,200,explore,200,2141,588
79,11.414565826330533,-677,-8057,200,explore,200,2151,599
80,11.484593837535014,-650,-7823,200,explore,200,2150,606
81,11.974789915966387,-677,-9137,200,explore,200,2153,625
82,12.53501400560224,-677,-8138,200,explore,200,2152,644
