trial,knowledge,reward,reward_cumulative,steps_in_trial,phase,steps,numerosity,reliable
0,0.0,-542,-542,200,explore,200,63,0
1,0.0,-749,-1354,200,explore,200,63,0
2,0.0,-614,-1986,200,explore,200,138,2
3,0.0,-218,-2285,200,explore,200,138,2
4,0.0,-560,-3214,200,explore,200,212,2
5,0.0,-713,-3927,200,explore,200,212,2
6,0.1400560224089636,-614,-4559,200,explore,200,322,24
7,0.1400560224089636,-200,-4156,200,explore,200,322,24
8,0.1400560224089636,-659,-5926,200,explore,200,375,48
9,0.1400560224089636,-425,-5575,200,explore,200,375,48
10,0.1400560224089636,-533,-5690,200,explore,200,411,68
11,0.1400560224089636,-200,-5510,200,explore,200,411,68
12,0.1400560224089636,-686,-6296,200,explore,200,486,84
13,0.1400560224089636,-794,-5978,200,explore,200,486,84
14,0.21008403361344538,-632,-5483,200,explore,200,588,91
15,0.21008403361344538,-200,-5482,200,explore,200,588,91
16,0.21008403361344538,-605,-6959,200,explore,200,685,93
17,0.21008403361344538,-200,-4385,200,explore,200,685,93
18,0.21008403361344538,-632,-5024,200,explore,200,782,95
19,0.21008403361344538,-740,-6092,200,explore,200,782,95
20,0.21008403361344538,-659,-5807,200,explore,200,799,99
21,0.21008403361344538,-200,-4503,200,explore,200,799,99
22,0.21008403361344538,-695,-6581,200,explore,200,874,104
23,0.21008403361344538,-200,-5105,200,explore,200,874,104
24,0.21008403361344538,-551,-4277,200,explore,200,894,104
25,0.21008403361344538,-200,-5447,200,explore,200,894,104
26,0.21008403361344538,-614,-4410,200,explore,200,957,106
27,0.21008403361344538,-866,-5267,200,explore,200,957,106
28,0.21008403361344538,-587,-3897,200,explore,200,967,107
29,0.21008403361344538,-200,-4241,200,explore,200,967,107
30,0.21008403361344538,-605,-4529,200,explore,200,1006,107
31,0.21008403361344538,-200,-4205,200,explore,200,1006,107
32,0.21008403361344538,-587,-4082,200,explore,200,1040,111
33,0.21008403361344538,-200,-4250,200,explore,200,1040,111
34,0.2801120448179272,-632,-5123,200,explore,200,1111,115
35,0.2801120448179272,-200,-4385,200,explore,200,1111,115
36,0.2801120448179272,-650,-4430,200,explore,200,1148,119
37,0.2801120448179272,-200,-4754,200,explore,200,1148,119
38,0.2801120448179272,-560,-4205,200,explore,200,1189,119
39,0.2801120448179272,-389,-5204,200,explore,200,1189,119
40,0.2801120448179272,-686,-4235,200,explore,200,1288,119
41,0.2801120448179272,-200,-4475,200,explore,200,1288,119
42,0.2801120448179272,-686,-4907,200,explore,200,1297,127
43,0.2801120448179272,-200,-5606,200,explore,200,1297,127
44,0.2801120448179272,-713,-4781,200,explore,200,1363,127
45,0.2801120448179272,-200,-5114,200,explore,200,1363,127
46,0.2801120448179272,-677,-5303,200,explore,200,1362,132
47,0.2801120448179272,-767,-5411,200,explore,200,1362,132
48,0.2801120448179272,-614,-4456,200,explore,200,1390,139
49,0.2801120448179272,-200,-6230,200,explore,200,1390,139
50,0.2801120448179272,-650,-5213,200,explore,200,1402,139
51,0.2801120448179272,-200,-5186,200,explore,200,1402,139
52,0.2801120448179272,-686,-5258,200,explore,200,1412,145
53,0.2801120448179272,-695,-5232,200,explore,200,1412,145
54,0.2801120448179272,-623,-4610,200,explore,200,1414,149
55,0.2801120448179272,-200,-4943,200,explore,200,1414,149
56,0.2801120448179272,-677,-5294,200,explore,200,1413,157
57,0.2801120448179272,-812,-5249,200,explore,200,1413,157
58,0.2801120448179272,-677,-5087,200,explore,200,1426,158
59,0.2801120448179272,-200,-5033,200,explore,200,1426,158
60,0.2801120448179272,-551,-4444,200,explore,200,1439,162
61,0.2801120448179272,-200,-5033,200,explore,200,1439,162
62,0.2801120448179272,-812,-4808,200,explore,200,1440,167
63,0.2801120448179272,-200,-5204,200,explore,200,1440,167
64,0.2801120448179272,-695,-5833,200,explore,200,1443,170
65,0.2801120448179272,-200,-5654,200,explore,200,1443,170
66,0.2801120448179272,-632,-4844,200,explore,200,1453,171
67,0.2801120448179272,-200,-5015,200,explore,200,1453,171
68,0.2801120448179272,-659,-5033,200,explore,200,1500,172
69,0.2801120448179272,-200,-5150,200,explore,200,1500,172
70,0.2801120448179272,-659,-5177,200,explore,200,1597,172
71,0.2801120448179272,-200,-4979,200,explore,200,1597,172
72,0.2801120448179272,-632,-5123,200,explore,200,1693,172
73,0.2801120448179272,-200,-5150,200,explore,200,1693,172
74,0.2801120448179272,-695,-4781,200,explore,200,1693,175
75,0.2801120448179272,-200,-5168,200,explore,200,1693,175
76,0.2801120448179272,-569,-4772,200,explore,200,1710,177
77,0.2801120448179272,-200,-4938,200,explore,200,1710,177
78,0.2801120448179272,-596,-5078,200,explore,200,1755,181
79,0.2801120448179272,-209,-5168,200,explore,200,1755,181
80,0.2801120448179272,-641,-4664,200,explore,200,1795,181
81,0.2801120448179272,-200,-4581,200,explore,200,1795,181
82,0.2801120448179272,-668,-4826,200,explore,200,1816,183
83,0.2801120448179272,-200,-5123,200,explore,200,1816,183
84,0.2801120448179272,-331,-4282,82,explore,82,1845,183
85,0.2801120448179272,-200,-4862,200,explore,200,1845,183
86,0.2801120448179272,-722,-5276,200,explore,200,1857,187
87,0.2801120448179272,-200,-5393,200,explore,200,1857,187
88,0.2801120448179272,-857,-5343,200,explore,200,1912,187
89,0.2801120448179272,-200,-4997,200,explore,200,1912,187
90,0.2801120448179272,-731,-4772,200,explore,200,1967,187
91,0.2801120448179272,-200,-4731,200,explore,200,1967,187
92,0.2801120448179272,-821,-4979,200,explore,200,1969,193
93,0.2801120448179272,-200,-4943,200,explore,200,1969,193
94,0.2801120448179272,-287,-4688,110,explore,110,1975,196
95,0.2801120448179272,-200,-5696,200,explore,200,1975,196
96,0.2801120448179272,-803,-4745,200,explore,200,1976,200
97,0.2801120448179272,-200,-5051,200,explore,200,1976,200
98,0.2801120448179272,-992,-5483,200,explore,200,1980,201
99,0.2801120448179272,-200,-4673,200,explore,200,1980,201
100,0.2801120448179272,-965,-5834,200,explore,200,2012,201
101,0.2801120448179272,-200,-5114,200,explore,200,2012,201
102,0.2801120448179272,-686,-4710,200,explore,200,2015,205
103,0.2801120448179272,-200,-4314,200,explore,200,2015,205
104,0.2801120448179272,-830,-4853,200,explore,200,2029,205
105,0.2801120448179272,-200,-4916,200,explore,200,2029,205
106,0.2801120448179272,-815,-5351,197,explore,197,2082,206
107,0.2801120448179272,-200,-5267,200,explore,200,2082,206
108,0.2801120448179272,-794,-5204,200,explore,200,2100,206
109,0.2801120448179272,-200,-5003,200,explore,200,2100,206
110,0.350140056022409,-965,-5465,200,explore,200,2099,215
111,0.350140056022409,-200,-5240,200,explore,200,2099,215
112,0.350140056022409,-911,-5258,200,explore,200,2109,219
113,0.350140056022409,-200,-5159,200,explore,200,2109,219
114,0.350140056022409,-758,-4952,200,explore,200,2113,219
115,0.350140056022409,-200,-4772,200,explore,200,2113,219
116,0.350140056022409,-794,-5339,200,explore,200,2116,223
117,0.350140056022409,-200,-5069,200,explore,200,2116,223
118,0.350140056022409,-875,-5492,200,explore,200,2115,227
119,0.350140056022409,-200,-5114,200,explore,200,2115,227
