trial,phase,steps,numerosity,reliable,knowledge
0,explore,27.4,22.0,0.0,0.0
1,explore,48.5,58.4,0.0,0.0
2,explore,29.4,80.0,0.0,0.0
3,explore,22.5,95.1,0.0,0.0
4,explore,14.2,105.3,0.0,0.0
5,explore,31.0,121.6,0.0,0.0
6,explore,41.2,144.9,0.0,0.0
7,explore,23.7,158.6,0.0,0.0
8,explore,37.4,180.3,0.0,0.0
9,explore,33.5,195.7,0.0,0.0
10,explore,34.4,212.5,0.0,0.0
11,explore,35.0,227.9,0.0,0.0
12,explore,43.4,245.7,0.0,0.0
13,explore,44.1,260.8,0.0,0.0
14,explore,45.8,274.0,0.0,0.0
15,explore,45.6,289.9,0.0,0.0
16,explore,43.2,301.8,0.0,0.0
17,explore,43.6,311.6,0.0,0.0
18,explore,41.9,320.1,0.0,0.0
19,explore,37.5,327.1,0.0,0.0
20,explore,39.5,333.4,0.0,0.0
21,explore,37.9,339.0,0.0,0.0
22,explore,31.8,343.8,0.0,0.0
23,explore,38.1,349.7,0.0,0.0
24,explore,44.8,354.8,0.0,0.0
25,explore,36.7,359.5,0.0,0.0
26,explore,48.7,363.2,0.0,0.0
27,explore,41.4,367.2,0.0,0.0
28,explore,40.4,371.5,0.0,0.0
29,explore,47.7,376.5,0.0,0.0
30,explore,38.8,378.2,0.0,0.0
31,explore,44.1,380.4,0.0,0.0
32,explore,39.3,382.1,0.0,0.0
33,explore,42.8,385.1,0.0,0.0
34,explore,39.6,385.5,0.0,0.0
35,explore,37.1,387.0,0.0,0.0
36,explore,37.3,387.5,0.0,0.0
37,explore,37.6,388.5,0.0,0.0
38,explore,39.0,389.2,0.0,0.0
39,explore,33.0,389.3,0.0,0.0
40,explore,37.3,389.2,0.0,0.0
41,explore,43.5,390.0,0.0,0.0
42,explore,43.8,389.6,0.0,0.0
43,explore,31.6,389.7,0.0,0.0
44,explore,41.3,389.6,0.0,0.0
45,explore,45.4,389.3,0.0,0.0
46,explore,40.0,389.0,0.0,0.0
47,explore,48.9,389.4,0.0,0.0
48,explore,32.4,389.2,0.0,0.0
49,explore,37.7,389.0,0.0,0.0
50,explore,35.7,388.8,0.0,0.0
51,explore,36.9,388.2,0.0,0.0
52,explore,49.5,387.3,0.0,0.0
53,explore,48.9,386.3,0.0,0.0
54,explore,39.4,385.9,0.0,0.0
55,explore,43.1,385.6,0.0,0.0
56,explore,40.3,385.3,0.0,0.0
57,explore,24.6,384.8,0.0,0.0
58,explore,48.4,383.4,0.0,0.0
59,explore,43.8,382.6,0.0,0.0
60,explore,29.4,382.4,0.0,0.0
61,explore,47.0,381.2,0.0,0.0
62,explore,47.5,380.9,0.0,0.0
63,explore,34.9,380.5,0.0,0.0
64,explore,37.0,379.2,0.0,0.0
65,explore,39.6,378.6,0.0,0.0
66,explore,40.3,378.2,0.0,0.0
67,explore,36.5,377.5,0.0,0.0
68,explore,39.5,377.4,0.0,0.0
69,explore,40.0,376.2,0.0,0.0
70,explore,37.3,375.6,0.0,0.0
71,explore,46.8,375.1,0.0,0.0
72,explore,47.7,374.1,0.0,0.0
73,explore,43.0,373.7,0.0,0.0
74,explore,44.3,373.2,0.0,0.0
75,explore,33.4,372.7,0.0,0.0
76,explore,39.2,372.1,0.0,0.0
77,explore,43.9,371.9,0.0,0.0
78,explore,33.8,371.9,0.0,0.0
