trial,knowledge,reward,steps_in_trial,phase,steps,numerosity,reliable
212,100.0,1000,40.8,explore,40.8,306.3,283.4
213,100.0,0,48.1,explore,48.1,306.6,283.4
214,100.0,0,37.1,explore,37.1,307.0,283.4
215,100.0,0,37.8,explore,37.8,306.9,283.4
216,100.0,0,36.6,explore,36.6,306.4,283.4
217,100.0,0,41.7,explore,41.7,306.8,283.4
218,100.0,1000,43.9,explore,43.9,306.6,283.4
219,100.0,0,40.6,explore,40.6,306.4,283.4
220,100.0,0,41.3,explore,41.3,306.4,283.5
221,100.0,1000,41.4,explore,41.4,306.0,283.7
222,100.0,0,45.9,explore,45.9,305.7,283.7
223,100.0,0,45.9,explore,45.9,305.1,283.7
224,100.0,0,44.6,explore,44.6,304.9,284.0
225,100.0,0,29.6,explore,29.6,304.7,284.0
226,100.0,1000,45.2,explore,45.2,304.3,284.0
227,100.0,1000,38.9,explore,38.9,303.8,284.0
228,100.0,1000,32.1,explore,32.1,303.5,284.0
229,100.0,0,46.5,explore,46.5,303.3,284.0
230,100.0,0,40.1,explore,40.1,303.1,284.0
231,100.0,0,48.4,explore,48.4,302.9,283.9
232,100.0,0,41.7,explore,41.7,302.6,283.9
233,100.0,1000,41.9,explore,41.9,302.5,283.9
234,100.0,0,27.9,explore,27.9,302.3,284.0
235,100.0,1000,35.5,explore,35.5,302.1,284.0
236,100.0,1000,41.4,explore,41.4,301.7,284.0
237,100.0,0,41.2,explore,41.2,301.3,284.0
238,100.0,0,43.3,explore,43.3,300.7,284.1
239,100.0,0,50.0,explore,50.0,300.6,284.0
240,100.0,0,39.7,explore,39.7,300.5,284.2
241,100.0,1000,41.8,explore,41.8,300.3,284.2
242,100.0,0,40.8,explore,40.8,300.2,284.2
243,100.0,0,36.3,explore,36.3,300.0,284.2
244,100.0,0,43.7,explore,43.7,300.0,284.3
245,100.0,1000,34.1,explore,34.1,299.8,284.3
246,100.0,0,45.5,explore,45.5,299.5,284.4
247,100.0,0,50.0,explore,50.0,299.3,284.4
248,100.0,0,41.1,explore,41.1,299.1,284.4
249,100.0,1000,34.1,explore,34.1,299.0,284.4
250,100.0,0,35.7,explore,35.7,298.8,284.4
251,100.0,0,45.1,explore,45.1,298.5,284.4
252,100.0,1000,29.6,explore,29.6,298.4,284.4
253,100.0,0,44.8,explore,44.8,298.1,284.4
254,100.0,0,42.9,explore,42.9,298.0,284.4
255,100.0,1000,36.1,explore,36.1,298.0,284.4
256,100.0,1000,33.2,explore,33.2,297.7,284.3
257,100.0,0,40.1,explore,40.1,297.4,284.3
258,100.0,1000,42.6,explore,42.6,297.2,284.3
259,100.0,0,46.3,explore,46.3,297.0,284.3
260,100.0,1000,43.0,explore,43.0,296.9,284.3
261,100.0,1000,39.1,explore,39.1,296.9,284.3
262,100.0,1000,36.8,explore,36.8,296.9,284.3
263,100.0,1000,41.3,explore,41.3,296.8,284.3
264,100.0,0,38.8,explore,38.8,296.7,284.3
265,100.0,1000,35.4,explore,35.4,296.6,284.3
266,100.0,0,37.5,explore,37.5,296.6,284.4
267,100.0,0,35.2,explore,35.2,296.3,284.4
268,100.0,0,42.9,explore,42.9,296.1,284.3
269,100.0,0,38.0,explore,38.0,296.0,284.3
270,100.0,1000,44.7,explore,44.7,295.5,284.3
271,100.0,0,36.8,explore,36.8,295.3,284.3
272,100.0,0,42.6,explore,42.6,295.1,284.3
273,100.0,1000,39.5,explore,39.5,295.0,284.3
274,100.0,1000,40.5,explore,40.5,295.0,284.3
275,100.0,1000,35.0,explore,35.0,294.8,284.3
276,100.0,0,22.9,explore,22.9,294.8,284.3
277,100.0,1000,33.9,explore,33.9,294.7,284.3
278,100.0,0,46.3,explore,46.3,294.0,284.3
279,100.0,1000,37.5,explore,37.5,293.9,284.3
280,100.0,1000,38.6,explore,38.6,293.7,284.3
281,100.0,0,45.2,explore,45.2,293.6,284.3
282,100.0,0,43.2,explore,43.2,293.4,284.3
283,100.0,1000,40.9,explore,40.9,293.3,284.3
284,100.0,0,37.3,explore,37.3,293.3,284.3
285,100.0,0,30.9,explore,30.9,293.1,284.4
286,100.0,1000,41.4,explore,41.4,293.0,284.4
287,100.0,0,38.2,explore,38.2,293.0,284.4
288,100.0,1000,37.3,explore,37.3,293.0,284.4
289,100.0,0,29.7,explore,29.7,292.9,284.4
290,100.0,1000,40.0,explore,40.0,292.9,284.4
291,100.0,0,30.499999999999993,explore,30.499999999999993,292.7,284.4
292,100.0,0,43.4,explore,43.4,292.6,284.4
293,100.0,1000,28.7,explore,28.7,292.5,284.4
294,100.0,0,43.3,explore,43.3,292.4,284.4
295,100.0,1000,41.4,explore,41.4,292.0,284.4
296,100.0,0,49.2,explore,49.2,291.7,284.4
297,100.0,0,37.5,explore,37.5,291.7,284.4
298,100.0,0,41.2,explore,41.2,291.6,284.4
299,100.0,1000,45.6,explore,45.6,291.4,284.4
300,100.0,0,28.7,explore,28.7,291.4,284.4
301,100.0,0,39.8,explore,39.8,291.4,284.3
302,100.0,1000,43.2,explore,43.2,291.4,284.3
303,100.0,0,34.9,explore,34.9,291.4,284.3
304,100.0,1000,37.8,explore,37.8,291.4,284.3
305,100.0,0,42.0,explore,42.0,291.4,284.3
306,100.0,1000,41.0,explore,41.0,291.3,284.3
307,100.0,0,45.0,explore,45.0,291.7,284.3
308,100.0,1000,31.6,explore,31.6,291.9,284.4
309,100.0,1000,40.6,explore,40.6,292.0,284.4
310,100.0,0,42.8,explore,42.8,292.0,284.4
311,100.0,1000,38.2,explore,38.2,291.9,284.4
312,100.0,1000,40.6,explore,40.6,291.7,284.4
313,100.0,0,46.5,explore,46.5,291.8,284.4
314,100.0,0,33.6,explore,33.6,291.7,284.4
315,100.0,1000,40.4,explore,40.4,291.6,284.4
316,100.0,0,40.5,explore,40.5,291.5,284.4
317,100.0,0,44.7,explore,44.7,291.5,284.4
318,100.0,0,35.4,explore,35.4,291.3,284.5
319,100.0,0,37.0,explore,37.0,291.2,284.5
320,100.0,0,36.9,explore,36.9,291.1,284.5
321,100.0,1000,38.9,explore,38.9,290.8,284.5
322,100.0,0,36.0,explore,36.0,290.8,284.5
323,100.0,0,43.3,explore,43.3,291.3,284.5
324,100.0,0,38.4,explore,38.4,291.6,284.5
325,100.0,0,39.4,explore,39.4,291.4,284.5
326,100.0,0,36.1,explore,36.1,291.4,284.5
327,100.0,0,44.6,explore,44.6,291.4,284.5
328,100.0,0,41.8,explore,41.8,291.2,284.5
329,100.0,0,38.4,explore,38.4,291.2,284.5
330,100.0,0,39.3,explore,39.3,291.3,284.5
331,100.0,0,42.0,explore,42.0,291.3,284.5
332,100.0,0,37.9,explore,37.9,291.3,284.5
333,100.0,1000,36.1,explore,36.1,291.3,284.5
334,100.0,0,30.7,explore,30.7,291.3,284.5
335,100.0,0,40.5,explore,40.5,290.9,284.5
336,100.0,0,43.4,explore,43.4,290.9,284.5
337,100.0,0,38.2,explore,38.2,290.7,284.5
338,100.0,0,27.2,explore,27.2,290.6,284.7
339,100.0,0,39.2,explore,39.2,290.3,284.7
340,100.0,0,45.3,explore,45.3,290.3,284.7
341,100.0,1000,37.9,explore,37.9,290.3,284.7
342,100.0,0,32.0,explore,32.0,290.1,284.7
343,100.0,0,41.3,explore,41.3,290.0,284.7
344,100.0,0,37.1,explore,37.1,289.9,284.7
345,100.0,1000,35.5,explore,35.5,289.9,284.7
346,100.0,0,32.9,explore,32.9,289.7,284.7
347,100.0,0,34.7,explore,34.7,289.7,284.7
348,100.0,0,41.3,explore,41.3,289.4,284.8
349,100.0,0,44.6,explore,44.6,289.4,284.7
350,100.0,0,38.0,explore,38.0,289.2,284.7
351,100.0,0,31.3,explore,31.3,289.1,284.7
352,100.0,0,35.1,explore,35.1,289.1,284.7
353,100.0,0,40.6,explore,40.6,289.0,284.7
354,100.0,0,39.0,explore,39.0,289.0,284.7
355,100.0,1000,44.3,explore,44.3,289.0,284.7
356,100.0,1000,40.9,explore,40.9,288.9,284.7
357,100.0,0,30.1,explore,30.1,288.9,284.7
358,100.0,0,45.2,explore,45.2,288.7,284.7
359,100.0,1000,37.6,explore,37.6,288.6,284.7
360,100.0,0,38.1,explore,38.1,288.5,284.7
361,100.0,0,37.9,explore,37.9,288.4,284.7
362,100.0,0,50.0,explore,50.0,288.3,284.7
363,100.0,0,40.4,explore,40.4,288.2,284.6
364,100.0,1000,35.1,explore,35.1,288.1,284.6
365,100.0,0,37.5,explore,37.5,288.0,284.6
366,100.0,0,40.6,explore,40.6,287.9,284.6
367,100.0,1000,39.3,explore,39.3,287.9,284.6
368,100.0,0,30.9,explore,30.9,287.9,284.6
369,100.0,0,39.5,explore,39.5,287.8,284.6
370,100.0,0,45.4,explore,45.4,287.7,284.5
371,100.0,0,40.2,explore,40.2,287.8,284.5
372,100.0,0,26.9,explore,26.9,287.8,284.5
373,100.0,1000,36.4,explore,36.4,287.8,284.5
374,100.0,0,33.0,explore,33.0,287.8,284.5
375,100.0,0,42.6,explore,42.6,287.7,284.5
376,100.0,0,35.8,explore,35.8,287.6,284.5
377,100.0,0,36.6,explore,36.6,287.4,284.5
378,100.0,1000,37.5,explore,37.5,287.4,284.5
379,100.0,0,38.9,explore,38.9,287.4,284.5
380,100.0,1000,45.4,explore,45.4,287.4,284.5
381,100.0,1000,28.9,explore,28.9,287.4,284.5
382,100.0,1000,33.7,explore,33.7,287.4,284.5
383,100.0,1000,46.6,explore,46.6,287.4,284.5
384,100.0,0,37.0,explore,37.0,287.4,284.5
385,100.0,0,35.8,explore,35.8,287.4,284.5
386,100.0,0,34.4,explore,34.4,287.2,284.5
387,100.0,0,38.5,explore,38.5,287.2,284.5
388,100.0,0,39.2,explore,39.2,287.2,284.5
389,100.0,1000,29.1,explore,29.1,287.2,284.5
390,100.0,1000,38.8,explore,38.8,287.2,284.5
391,100.0,0,40.9,explore,40.9,287.1,284.5
392,100.0,0,40.2,explore,40.2,287.1,284.5
393,100.0,0,46.3,explore,46.3,287.1,284.5
394,100.0,0,39.3,explore,39.3,287.0,284.5
395,100.0,0,35.1,explore,35.1,287.0,284.5
396,100.0,0,31.3,explore,31.3,287.0,284.5
397,100.0,1000,40.4,explore,40.4,287.0,284.5
398,100.0,1000,36.1,explore,36.1,286.9,284.5
399,100.0,0,29.8,explore,29.8,286.9,284.5
400,100.0,1000,3.6,exploit,3.6,286.9,284.5
401,100.0,1000,3.3,exploit,3.3,286.9,284.5
402,100.0,1000,4.0,exploit,4.0,286.9,284.5
403,100.0,1000,3.6,exploit,3.6,286.9,284.5
404,100.0,1000,3.9,exploit,3.9,286.9,284.5
405,100.0,1000,3.2,exploit,3.2,286.9,284.5
406,100.0,1000,3.5,exploit,3.5,286.9,284.5
407,100.0,1000,3.9,exploit,3.9,286.9,284.5
408,100.0,1000,3.9,exploit,3.9,286.9,284.5
409,100.0,1000,3.3,exploit,3.3,286.9,284.5
