trial,phase,steps,numerosity,reliable,knowledge
0,explore,50.0,25.6,0.0,0.0
1,explore,44.2,45.3,0.0,0.0
2,explore,40.6,60.5,0.1,0.2857142857142857
3,explore,41.1,77.8,0.0,0.0
4,explore,50.0,96.1,0.9,0.2857142857142857
5,explore,41.4,112.6,1.5,0.5714285714285714
6,explore,27.7,118.7,2.9,1.4285714285714286
7,explore,43.2,126.4,4.3,1.4285714285714286
8,explore,46.4,134.4,5.8,2.0
9,explore,44.6,142.5,7.6,3.1428571428571432
10,explore,45.1,146.0,8.8,3.1428571428571432
11,explore,45.1,149.1,9.7,4.285714285714286
12,explore,46.2,152.2,10.8,5.142857142857142
13,explore,44.1,154.0,13.0,6.285714285714286
14,explore,42.1,156.1,14.3,7.428571428571426
15,explore,46.5,156.9,14.9,7.714285714285713
16,explore,36.2,157.1,16.6,9.714285714285714
17,explore,45.7,158.0,18.6,12.0
18,explore,50.0,159.1,20.6,14.57142857142857
19,explore,40.0,158.7,22.5,16.857142857142854
20,explore,48.2,158.1,23.7,17.428571428571427
21,explore,45.3,158.1,26.2,20.571428571428573
22,explore,40.2,157.8,27.6,22.57142857142857
23,explore,34.1,158.1,28.9,23.71428571428571
24,explore,45.3,157.9,30.8,25.71428571428571
25,explore,50.0,157.2,33.5,28.0
26,explore,45.3,156.9,36.9,32.57142857142857
27,explore,50.0,156.6,39.9,34.285714285714285
28,explore,46.7,156.6,41.9,35.42857142857142
29,explore,43.6,156.2,43.8,36.85714285714286
30,explore,46.0,155.8,46.4,39.71428571428571
31,explore,44.7,155.0,47.5,41.14285714285714
32,explore,46.6,155.1,49.7,42.85714285714285
33,explore,46.6,154.6,52.4,45.142857142857146
34,explore,44.1,154.2,55.2,47.42857142857143
35,explore,43.4,153.4,56.5,49.42857142857143
36,explore,42.7,152.7,58.0,50.857142857142854
37,explore,45.3,152.5,59.6,52.57142857142858
38,explore,50.2,152.5,61.5,54.57142857142858
39,explore,46.4,152.4,63.3,55.999999999999986
40,explore,50.4,152.6,65.3,57.42857142857142
41,explore,46.4,151.9,66.6,59.142857142857146
42,explore,45.1,152.0,67.7,60.57142857142857
43,explore,45.1,152.3,68.6,61.14285714285713
44,explore,40.5,151.6,69.9,62.57142857142857
45,explore,37.9,151.2,70.8,63.7142857142857
46,explore,41.6,150.9,72.2,65.71428571428571
47,explore,42.7,150.9,73.7,67.14285714285714
48,explore,50.3,150.1,76.0,68.85714285714286
49,explore,49.9,149.6,77.6,71.14285714285714
50,explore,45.3,150.1,78.8,72.28571428571429
51,explore,43.9,149.5,80.0,73.42857142857144
52,explore,48.0,149.5,81.4,75.14285714285714
53,explore,41.5,149.3,82.6,75.42857142857142
54,explore,50.3,148.4,83.8,75.99999999999999
55,explore,50.3,148.3,85.0,76.57142857142857
56,explore,50.0,148.0,85.7,77.42857142857142
57,explore,47.7,147.1,86.2,78.0
58,explore,48.2,147.1,87.5,79.42857142857142
59,explore,47.0,146.7,88.6,80.28571428571428
60,explore,45.1,146.3,89.0,80.28571428571428
61,explore,46.3,145.7,89.7,80.57142857142857
62,explore,50.5,145.0,90.0,80.85714285714286
63,explore,45.5,144.7,91.1,81.42857142857143
64,explore,40.7,143.8,91.9,81.71428571428571
65,explore,50.9,142.8,92.1,81.99999999999999
66,explore,43.1,142.2,92.4,82.28571428571428
