trial,phase,steps,numerosity,reliable,knowledge
0,explore,16.0,10.1,0.0,0.0
1,explore,24.8,25.8,0.0,0.0
2,explore,30.5,40.4,0.0,0.0
3,explore,31.3,51.1,0.0,0.0
4,explore,28.5,59.6,0.0,0.0
5,explore,37.0,68.9,0.0,0.0
6,explore,35.9,74.3,0.3,1.176470588235294
7,explore,30.2,77.8,0.7,2.9411764705882346
8,explore,30.1,81.5,1.4,4.11764705882353
9,explore,27.5,84.5,2.2,6.470588235294118
10,explore,21.6,85.7,2.6,7.058823529411764
11,explore,37.4,87.5,3.9,8.823529411764707
12,explore,27.1,89.0,4.7,9.411764705882351
13,explore,44.0,90.7,7.7,14.705882352941178
14,explore,29.7,91.5,9.0,16.470588235294116
15,explore,37.2,92.3,11.1,19.999999999999993
16,explore,31.3,92.2,14.6,25.88235294117647
17,explore,30.1,92.1,17.2,28.823529411764707
18,explore,30.5,92.2,19.7,35.88235294117647
19,explore,25.4,92.3,21.6,38.82352941176471
20,explore,42.5,92.0,24.7,43.529411764705884
21,explore,34.5,92.0,27.5,47.64705882352941
22,explore,26.6,91.8,28.7,50.00000000000001
23,explore,31.0,92.2,31.3,55.882352941176464
24,explore,26.3,92.1,33.1,58.23529411764706
25,explore,24.3,92.2,35.2,60.0
26,explore,29.2,92.1,37.3,64.11764705882354
27,explore,28.6,91.9,39.5,66.47058823529413
28,explore,26.6,91.8,41.3,67.64705882352942
29,explore,29.4,91.7,42.8,68.82352941176472
30,explore,32.0,91.4,44.8,72.35294117647061
31,explore,29.8,91.5,47.0,72.35294117647061
32,explore,30.3,91.5,49.8,74.70588235294119
33,explore,22.3,91.6,51.2,75.88235294117649
34,explore,20.6,91.3,52.5,77.64705882352943
35,explore,24.8,91.0,53.7,78.82352941176472
36,explore,15.3,91.0,54.8,79.41176470588236
37,explore,26.3,90.9,56.3,80.58823529411765
38,explore,20.5,90.5,57.7,81.76470588235296
39,explore,20.7,90.9,58.5,81.76470588235296
40,explore,22.8,90.9,59.3,82.94117647058825
41,explore,19.9,90.7,60.3,82.94117647058825
42,explore,32.6,90.7,61.8,84.70588235294119
43,explore,28.0,91.0,63.1,87.05882352941177
44,explore,29.8,91.0,64.2,88.23529411764706
45,explore,18.2,91.1,64.3,88.23529411764706
