trial,phase,steps,numerosity,reliable,knowledge
0,explore,38.2,31.6,0.0,0.0
1,explore,29.1,54.0,0.0,0.0
2,explore,35.8,81.1,0.0,0.0
3,explore,32.8,103.8,0.0,0.0
4,explore,46.1,131.5,0.0,0.0
5,explore,35.1,152.4,0.0,0.0
6,explore,33.5,168.7,0.0,0.0
7,explore,42.3,191.5,0.1,0.0
8,explore,45.9,213.1,0.1,0.0
9,explore,36.8,226.5,0.4,0.0
10,explore,41.5,242.6,0.7,0.0
11,explore,38.0,257.2,0.9,0.0
12,explore,34.6,269.8,1.7,0.08695652173913045
13,explore,45.2,283.1,2.4,0.1739130434782609
14,explore,39.5,293.5,3.2,0.1739130434782609
15,explore,46.2,304.8,3.8,0.1739130434782609
16,explore,44.2,312.3,5.0,0.5217391304347827
17,explore,44.0,318.9,5.6,0.6086956521739131
18,explore,43.7,326.4,6.4,0.7826086956521741
19,explore,45.6,330.1,7.8,1.0434782608695652
20,explore,45.1,335.8,9.3,1.3913043478260871
21,explore,43.9,338.9,10.3,1.9130434782608696
22,explore,38.1,344.1,11.3,2.0869565217391313
23,explore,31.4,348.2,11.6,2.2608695652173916
24,explore,44.3,351.3,12.0,2.347826086956522
25,explore,44.6,353.7,12.6,2.695652173913044
26,explore,35.7,355.9,13.0,2.7826086956521743
27,explore,39.8,357.5,13.3,3.0434782608695654
28,explore,30.7,359.4,13.9,3.2173913043478266
29,explore,45.2,359.8,14.6,3.3913043478260874
30,explore,25.6,360.3,14.8,3.4782608695652177
31,explore,46.7,361.3,15.5,3.5652173913043486
32,explore,40.6,362.5,16.1,3.8260869565217397
33,explore,37.9,363.1,16.7,4.086956521739131
34,explore,40.3,362.9,17.5,4.608695652173914
35,explore,39.2,362.9,18.1,4.695652173913045
36,explore,42.3,362.9,19.5,5.391304347826088
37,explore,41.6,363.0,20.0,5.652173913043479
38,explore,38.3,362.9,20.9,6.347826086956523
39,explore,44.1,363.1,22.2,7.304347826086958
40,explore,39.9,363.0,23.6,8.0
41,explore,43.2,362.6,24.8,8.521739130434783
42,explore,41.6,362.3,26.0,8.956521739130435
43,explore,34.1,361.8,27.1,9.739130434782608
44,explore,36.7,361.6,27.7,10.17391304347826
45,explore,39.2,361.2,29.2,11.043478260869566
46,explore,38.1,360.2,30.0,11.478260869565219
47,explore,39.1,359.8,31.8,12.608695652173912
48,explore,40.4,359.4,32.3,13.043478260869566
49,explore,46.7,359.6,34.1,14.260869565217394
50,explore,46.6,358.7,36.5,16.0
51,explore,37.1,358.2,37.5,16.608695652173914
52,explore,46.2,357.0,39.2,17.739130434782606
