trial,phase,steps,numerosity,reliable,knowledge
0,explore,24.5,21.2,0.0,0.0
1,explore,42.6,54.8,0.0,0.0
2,explore,36.4,79.4,0.0,0.0
3,explore,36.6,105.1,0.0,0.0
4,explore,45.3,133.8,0.0,0.0
5,explore,22.7,146.7,0.0,0.0
6,explore,36.0,166.1,0.0,0.0
7,explore,34.4,183.6,0.1,0.0
8,explore,26.1,195.7,0.2,0.0
9,explore,38.6,213.9,0.3,0.0
10,explore,40.4,226.2,0.5,0.0
11,explore,45.7,240.6,0.7,0.08695652173913043
12,explore,44.2,257.0,1.3,0.08695652173913043
13,explore,41.8,267.5,1.7,0.17391304347826086
14,explore,42.1,280.8,2.4,0.3478260869565218
15,explore,41.6,293.1,3.0,0.3478260869565218
16,explore,45.0,300.7,4.0,0.3478260869565218
17,explore,39.4,306.8,5.1,0.43478260869565216
18,explore,45.6,315.5,5.5,0.43478260869565216
19,explore,40.8,321.3,6.5,0.8695652173913044
20,explore,41.2,325.2,7.6,1.0434782608695652
21,explore,41.8,329.1,8.7,1.3043478260869565
22,explore,34.2,333.6,9.1,1.3913043478260871
23,explore,39.2,334.9,9.9,1.6521739130434785
24,explore,41.3,336.5,10.9,2.0000000000000004
25,explore,37.3,340.1,11.6,2.0869565217391304
26,explore,42.3,341.6,12.5,2.347826086956521
27,explore,33.2,343.6,13.0,2.4347826086956514
28,explore,37.5,346.0,14.0,2.7826086956521743
29,explore,39.3,347.4,14.7,2.8695652173913047
30,explore,41.3,348.7,15.1,3.0434782608695654
31,explore,32.8,349.3,15.4,3.0434782608695654
32,explore,31.2,351.2,16.0,3.1304347826086962
33,explore,43.8,352.6,16.7,3.304347826086957
34,explore,44.2,354.6,18.3,4.173913043478261
35,explore,39.8,354.4,18.9,4.347826086956523
36,explore,38.2,354.6,19.7,4.8695652173913055
37,explore,34.5,354.6,20.6,5.304347826086958
38,explore,37.3,355.1,21.5,5.6521739130434785
39,explore,42.3,355.2,22.2,6.000000000000001
40,explore,34.0,354.8,22.9,6.347826086956523
41,explore,43.3,355.0,23.8,6.956521739130435
42,explore,39.2,355.5,24.7,7.565217391304349
43,explore,41.5,355.3,26.2,7.91304347826087
44,explore,43.2,355.0,27.5,8.695652173913043
45,explore,43.4,354.7,28.8,9.391304347826086
46,explore,35.8,354.2,30.1,10.17391304347826
47,explore,39.4,353.2,30.8,10.60869565217391
48,explore,47.0,352.7,32.6,11.82608695652174
49,explore,50.0,352.4,35.1,12.956521739130434
50,explore,40.5,351.6,35.7,13.304347826086957
51,explore,46.4,351.3,37.5,14.347826086956522
52,explore,37.0,350.6,38.8,15.217391304347828
53,explore,31.6,349.9,39.8,15.91304347826087
54,explore,39.3,349.6,42.3,17.391304347826086
55,explore,38.4,350.1,43.7,18.17391304347826
56,explore,39.7,349.1,45.8,19.56521739130435
57,explore,42.7,347.8,48.5,21.304347826086957
58,explore,42.7,347.9,50.5,22.347826086956523
59,explore,43.6,346.8,52.3,23.217391304347828
60,explore,34.3,346.6,53.3,23.913043478260867
61,explore,35.1,345.9,55.3,25.04347826086957
62,explore,44.5,345.5,57.1,26.0
63,explore,37.0,345.8,58.6,26.695652173913043
64,explore,43.4,345.6,60.4,28.0
65,explore,44.6,344.7,62.0,28.782608695652176
66,explore,50.0,344.2,63.6,29.652173913043477
67,explore,42.7,343.5,64.8,30.43478260869565
68,explore,33.4,342.9,66.3,31.47826086956522
69,explore,39.0,342.5,67.9,32.434782608695656
70,explore,29.7,341.6,69.7,33.56521739130435
71,explore,48.3,341.4,71.8,34.956521739130444
72,explore,45.5,340.9,75.7,36.869565217391305
73,explore,38.9,339.7,77.6,37.739130434782616
74,explore,50.0,339.1,79.0,38.69565217391305
75,explore,34.0,338.5,80.0,39.30434782608695
76,explore,34.4,338.1,82.4,40.43478260869565
77,explore,41.0,337.6,83.3,40.8695652173913
78,explore,32.5,337.4,84.3,41.65217391304348
79,explore,39.8,336.0,85.4,42.26086956521739
80,explore,40.4,335.5,87.0,43.043478260869556
81,explore,39.4,335.1,88.7,43.913043478260875
82,explore,41.2,335.4,91.9,44.95652173913044
83,explore,41.3,334.7,94.6,46.608695652173914
84,explore,28.7,334.5,96.2,47.1304347826087
85,explore,37.8,334.5,98.1,48.08695652173914
86,explore,45.5,334.2,100.2,49.21739130434783
87,explore,39.6,333.5,101.4,49.73913043478261
88,explore,36.2,333.4,103.7,50.43478260869566
89,explore,37.4,332.9,105.7,51.478260869565226
90,explore,39.6,332.3,108.1,52.608695652173914
91,explore,39.3,331.5,110.4,53.47826086956521
92,explore,37.8,331.6,111.7,54.086956521739125
93,explore,36.1,331.1,113.6,55.21739130434783
94,explore,43.4,331.5,116.0,55.913043478260875
95,explore,43.0,331.0,117.4,56.173913043478265
96,explore,43.0,329.7,119.5,57.04347826086958
97,explore,41.4,329.6,120.7,57.47826086956521
98,explore,35.9,329.6,122.8,58.86956521739131
99,explore,32.0,330.3,124.6,59.65217391304348
100,explore,41.5,330.5,125.5,60.173913043478265
101,explore,45.3,330.6,127.1,60.78260869565217
102,explore,41.4,330.3,129.2,61.73913043478261
103,explore,47.6,330.8,133.1,63.56521739130435
104,explore,25.9,330.9,135.4,64.34782608695653
105,explore,47.5,330.5,138.2,65.30434782608695
106,explore,32.5,329.8,140.4,66.08695652173914
107,explore,47.2,329.8,143.8,67.3913043478261
108,explore,38.6,329.3,146.2,68.3478260869565
109,explore,39.6,329.1,147.9,69.30434782608695
110,explore,43.3,328.3,149.3,69.73913043478261
111,explore,45.9,327.1,151.4,70.43478260869566
112,explore,40.3,326.8,154.5,71.73913043478261
113,explore,35.5,326.6,155.7,72.26086956521739
114,explore,46.4,325.8,158.4,73.1304347826087
115,explore,45.5,324.9,160.9,74.0
116,explore,48.8,324.6,163.6,74.6086956521739
117,explore,43.7,324.0,165.8,75.13043478260869
118,explore,45.4,323.1,167.5,75.7391304347826
119,explore,38.2,322.5,169.6,76.34782608695653
120,explore,45.0,321.8,171.5,76.8695652173913
121,explore,39.7,320.9,172.9,77.4782608695652
122,explore,40.0,319.9,175.0,78.17391304347827
123,explore,34.6,319.0,176.4,78.52173913043478
124,explore,37.2,318.4,177.8,78.86956521739131
125,explore,50.0,317.5,180.5,79.56521739130434
126,explore,41.2,317.1,181.9,79.82608695652175
127,explore,47.8,316.3,183.2,80.08695652173914
128,explore,49.5,316.3,184.9,80.43478260869566
129,explore,41.4,315.8,187.0,81.04347826086958
130,explore,41.8,315.2,189.0,81.39130434782608
131,explore,44.5,314.1,189.6,81.56521739130434
132,explore,39.2,313.7,190.8,82.08695652173913
133,explore,35.5,313.9,191.9,82.43478260869564
134,explore,43.5,313.8,193.4,82.78260869565216
135,explore,36.9,313.5,195.0,83.13043478260869
136,explore,36.1,313.5,196.7,83.47826086956522
137,explore,42.3,314.3,197.9,83.65217391304347
138,explore,42.1,313.9,198.9,84.0
139,explore,45.5,313.8,200.3,84.26086956521738
140,explore,34.4,313.7,201.4,84.34782608695653
141,explore,45.6,313.4,203.4,85.04347826086958
142,explore,50.0,313.1,205.1,85.1304347826087
143,explore,43.4,312.2,206.6,85.47826086956522
144,explore,39.4,312.2,207.5,85.65217391304348
145,explore,33.7,311.7,208.8,86.0
146,explore,47.5,311.0,209.9,86.2608695652174
147,explore,45.4,310.6,210.7,86.43478260869566
148,explore,40.1,309.9,211.8,86.60869565217392
149,explore,38.0,309.1,212.5,86.78260869565217
150,explore,43.2,308.6,213.7,87.04347826086959
151,explore,42.5,308.5,214.6,87.1304347826087
152,explore,29.6,308.6,215.4,87.3913043478261
153,explore,35.6,309.2,216.2,87.56521739130436
154,explore,45.1,309.2,217.1,87.82608695652175
