trial,phase,steps,numerosity,reliable,knowledge
0,explore,46.4,36.2,0.0,0.0
1,explore,50.0,71.9,0.0,0.0
2,explore,38.1,99.8,0.0,0.0
3,explore,47.9,130.5,0.0,0.0
4,explore,47.2,160.4,0.0,0.0
5,explore,47.7,188.1,0.1,0.0
6,explore,45.2,212.2,0.2,0.0
7,explore,42.0,233.4,1.3,0.0
8,explore,46.5,253.9,2.3,0.0
9,explore,50.0,274.5,3.2,0.0
10,explore,43.0,293.0,3.8,0.0
11,explore,47.3,307.9,4.7,0.06711409395973154
12,explore,49.5,323.5,5.4,0.06711409395973154
13,explore,45.8,336.8,6.3,0.1342281879194631
14,explore,50.0,355.6,7.6,0.33557046979865773
15,explore,43.0,368.2,8.6,0.6711409395973156
16,explore,46.5,379.8,9.5,0.6711409395973156
17,explore,50.0,388.2,10.4,0.8724832214765103
18,explore,50.0,396.4,11.9,1.342281879194631
19,explore,45.9,405.5,12.5,1.4093959731543622
20,explore,45.8,410.9,13.2,1.476510067114094
21,explore,50.0,418.0,14.2,1.8120805369127517
22,explore,43.2,422.7,14.9,2.0805369127516777
23,explore,50.0,428.0,15.8,2.416107382550335
24,explore,48.6,435.2,16.7,2.8859060402684564
25,explore,48.9,439.8,17.8,3.422818791946309
26,explore,50.0,443.5,18.6,3.6912751677852356
27,explore,50.0,444.7,19.3,3.89261744966443
28,explore,49.8,446.7,20.3,4.161073825503356
29,explore,45.3,447.4,20.6,4.161073825503356
30,explore,43.1,450.2,21.0,4.228187919463087
31,explore,43.3,450.4,22.0,4.630872483221477
32,explore,50.0,451.3,24.2,5.302013422818791
33,explore,50.0,452.6,25.3,5.63758389261745
34,explore,50.0,452.0,26.8,6.0402684563758395
35,explore,42.9,452.6,27.9,6.442953020134229
36,explore,50.0,453.3,28.9,6.845637583892618
37,explore,46.0,453.1,30.4,7.651006711409396
38,explore,50.0,454.8,32.1,8.322147651006713
39,explore,50.0,455.7,33.3,9.060402684563758
40,explore,50.0,455.4,34.0,9.328859060402685
41,explore,50.0,454.7,34.8,9.597315436241612
42,explore,47.8,454.5,36.4,9.999999999999998
43,explore,45.5,454.1,37.9,10.536912751677853
44,explore,37.7,453.6,38.7,10.87248322147651
45,explore,48.0,453.2,39.9,11.342281879194632
46,explore,49.6,453.0,40.9,11.879194630872483
47,explore,50.0,452.9,42.0,12.348993288590602
48,explore,47.8,452.8,43.0,12.751677852348994
