trial,phase,steps,numerosity,reliable,knowledge
0,explore,26.4,20.0,0.0,0.0
1,explore,25.5,38.7,0.0,0.0
2,explore,23.8,57.2,0.0,0.0
3,explore,40.3,86.6,0.0,0.0
4,explore,37.6,109.6,0.0,0.0
5,explore,36.8,134.5,0.0,0.0
6,explore,30.4,150.5,0.2,0.0
7,explore,29.8,166.8,0.2,0.0
8,explore,30.3,183.5,0.2,0.0
9,explore,38.1,198.0,0.6,0.0
10,explore,39.2,216.0,1.0,0.0
11,explore,32.7,228.7,1.2,0.0
12,explore,42.4,241.7,1.5,0.0
13,explore,39.4,258.7,2.0,0.0
14,explore,39.1,274.1,2.7,0.0
15,explore,45.2,288.8,3.7,0.08695652173913043
16,explore,34.8,296.1,4.0,0.1739130434782609
17,explore,39.2,305.8,4.4,0.34782608695652173
18,explore,37.4,312.6,5.0,0.34782608695652173
19,explore,34.6,317.0,6.2,0.6086956521739131
20,explore,48.3,326.5,7.0,0.7826086956521741
21,explore,44.2,332.8,7.3,0.8695652173913044
22,explore,49.3,339.5,8.1,1.0434782608695656
23,explore,46.3,343.1,9.4,1.565217391304348
24,explore,49.2,346.8,10.0,1.7391304347826089
25,explore,38.5,348.7,10.8,1.8260869565217395
26,explore,38.8,352.1,11.5,2.0869565217391304
27,explore,34.1,356.2,11.8,2.2608695652173916
28,explore,46.3,359.3,12.9,2.8695652173913047
29,explore,38.5,361.7,14.3,3.1304347826086962
30,explore,20.1,363.5,15.0,3.3913043478260874
31,explore,39.0,365.6,15.6,3.3913043478260874
32,explore,43.2,366.5,16.2,3.652173913043479
33,explore,35.0,367.4,16.9,4.173913043478262
34,explore,40.9,367.1,17.4,4.173913043478262
35,explore,35.3,368.3,18.0,4.347826086956522
36,explore,41.7,370.6,18.6,4.521739130434783
37,explore,39.9,370.8,19.9,5.043478260869566
38,explore,40.1,372.4,20.4,5.391304347826088
39,explore,27.9,372.9,21.0,5.73913043478261
40,explore,41.1,373.7,21.7,6.1739130434782625
41,explore,33.0,374.3,22.7,6.608695652173914
42,explore,33.2,374.2,23.6,7.304347826086958
43,explore,34.0,374.0,24.1,7.7391304347826075
44,explore,42.4,374.2,24.9,8.260869565217394
45,explore,35.0,373.7,25.7,8.782608695652174
46,explore,43.0,373.6,27.0,9.304347826086957
47,explore,34.5,373.7,27.6,9.478260869565219
48,explore,37.8,372.1,28.9,10.086956521739129
49,explore,42.5,371.5,30.8,11.478260869565217
50,explore,34.2,371.4,31.4,11.73913043478261
51,explore,38.2,371.4,32.5,12.608695652173914
52,explore,35.8,372.1,33.9,13.478260869565219
53,explore,39.2,371.3,34.6,13.73913043478261
54,explore,39.3,370.9,35.7,14.26086956521739
55,explore,41.1,370.4,36.6,15.043478260869568
56,explore,39.1,369.9,37.5,15.56521739130435
57,explore,48.4,369.5,39.6,16.43478260869565
58,explore,42.6,368.4,42.0,17.73913043478261
59,explore,32.0,367.7,43.5,18.347826086956523
60,explore,41.2,367.7,45.5,19.565217391304344
61,explore,31.6,367.4,46.7,20.086956521739133
62,explore,38.6,366.8,48.5,21.04347826086957
63,explore,34.4,366.8,50.8,22.434782608695652
64,explore,34.0,366.9,52.5,23.565217391304348
65,explore,34.7,367.0,53.5,24.34782608695652
66,explore,40.7,366.6,54.8,25.130434782608695
67,explore,41.0,365.8,58.0,26.956521739130437
68,explore,42.2,365.0,59.3,27.739130434782606
69,explore,39.7,364.2,61.2,29.043478260869563
70,explore,40.5,363.7,63.0,29.913043478260867
71,explore,37.3,363.1,65.5,31.304347826086957
72,explore,47.7,362.3,67.6,32.69565217391304
73,explore,46.9,361.0,69.5,33.826086956521735
74,explore,45.1,359.6,72.5,35.30434782608695
75,explore,24.3,359.4,73.3,35.73913043478261
76,explore,40.3,359.0,75.0,36.608695652173914
77,explore,49.2,357.5,78.3,38.260869565217384
78,explore,39.2,357.3,79.5,38.956521739130444
79,explore,38.8,356.1,81.5,39.73913043478261
80,explore,37.3,356.2,84.1,41.39130434782608
81,explore,41.6,355.0,86.5,42.52173913043479
82,explore,48.2,353.9,88.4,43.21739130434783
83,explore,43.4,354.0,90.1,43.913043478260875
84,explore,40.2,353.6,92.7,44.69565217391305
85,explore,43.7,352.8,94.9,45.82608695652174
86,explore,35.0,352.1,96.6,46.69565217391304
87,explore,43.9,352.0,99.4,48.26086956521739
88,explore,40.5,351.1,101.4,49.21739130434783
89,explore,42.2,350.6,103.7,50.08695652173913
90,explore,36.9,350.2,105.5,50.869565217391305
91,explore,40.8,349.6,107.3,51.56521739130435
92,explore,32.7,349.3,109.9,52.69565217391305
93,explore,46.4,349.1,112.6,54.000000000000014
94,explore,44.3,348.7,114.6,54.608695652173914
95,explore,37.0,347.6,116.4,55.30434782608696
96,explore,34.6,347.1,118.1,56.34782608695652
97,explore,37.7,346.3,120.1,56.78260869565217
98,explore,35.6,345.1,121.9,57.478260869565204
99,explore,40.4,344.3,124.2,58.43478260869565
100,explore,39.4,343.7,126.2,59.04347826086956
101,explore,32.2,343.2,128.6,59.826086956521735
102,explore,31.5,342.9,130.6,60.43478260869566
103,explore,45.4,342.6,132.9,61.56521739130435
104,explore,35.2,342.2,134.3,61.913043478260875
105,explore,46.1,343.0,137.4,63.65217391304348
106,explore,44.5,342.5,140.3,64.5217391304348
107,explore,30.3,341.5,141.3,64.8695652173913
108,explore,45.7,341.4,143.4,65.39130434782608
109,explore,39.9,341.9,145.0,65.82608695652175
110,explore,41.0,341.7,147.5,66.5217391304348
111,explore,39.0,341.9,149.4,67.04347826086958
112,explore,46.3,341.5,152.1,67.91304347826087
113,explore,41.5,341.0,155.4,68.95652173913045
114,explore,38.0,340.5,157.3,69.73913043478261
115,explore,44.4,340.1,158.2,70.17391304347828
116,explore,47.5,339.8,159.5,70.6086956521739
117,explore,40.2,339.4,162.3,71.4782608695652
118,explore,40.0,339.3,164.9,72.2608695652174
119,explore,44.0,338.9,166.5,72.6086956521739
120,explore,41.3,338.9,168.6,73.4782608695652
121,explore,43.4,338.3,169.4,73.65217391304347
122,explore,35.3,337.6,171.1,74.17391304347825
123,explore,32.9,337.4,172.7,74.52173913043478
124,explore,42.0,336.2,174.2,74.95652173913044
125,explore,47.1,335.2,177.0,75.99999999999999
126,explore,43.7,334.6,179.7,76.8695652173913
127,explore,37.7,334.1,181.3,77.56521739130433
128,explore,41.0,333.0,183.2,78.17391304347825
129,explore,42.5,332.7,185.4,78.78260869565217
130,explore,41.5,331.9,186.9,79.30434782608695
131,explore,41.1,331.2,189.2,79.91304347826087
132,explore,46.8,329.9,190.9,80.69565217391305
133,explore,40.3,329.3,192.4,80.86956521739133
134,explore,30.9,329.4,194.2,81.1304347826087
135,explore,43.7,328.8,196.4,81.56521739130434
136,explore,41.3,328.4,198.0,82.26086956521738
137,explore,43.7,328.3,199.3,82.52173913043478
138,explore,27.3,328.3,200.3,82.78260869565219
139,explore,42.3,328.1,202.1,83.21739130434784
140,explore,36.7,327.5,203.3,83.82608695652173
141,explore,46.1,327.3,205.0,84.6086956521739
142,explore,42.4,326.5,206.1,84.7826086956522
143,explore,45.1,326.8,207.6,85.04347826086958
144,explore,44.6,326.4,209.3,85.47826086956522
145,explore,40.7,325.4,211.0,85.73913043478261
146,explore,39.3,325.3,212.7,86.17391304347827
147,explore,38.2,324.8,215.1,87.21739130434784
148,explore,39.0,323.9,216.7,87.65217391304347
149,explore,46.7,323.4,218.1,88.08695652173913
150,explore,42.9,323.0,219.2,88.34782608695653
151,explore,34.8,322.7,219.8,88.43478260869566
152,explore,41.3,322.6,221.7,88.6086956521739
153,explore,40.9,321.8,222.7,88.78260869565219
154,explore,46.2,321.3,224.0,88.86956521739131
155,explore,44.3,321.0,225.8,89.04347826086959
156,explore,39.3,320.7,227.1,89.47826086956523
157,explore,45.7,319.4,229.0,89.82608695652173
158,explore,46.8,318.6,230.2,89.99999999999999
159,explore,42.0,318.1,231.4,90.2608695652174
160,explore,41.9,317.5,232.4,90.43478260869566
161,explore,40.1,316.8,232.8,90.52173913043478
162,explore,37.9,316.5,234.0,90.60869565217392
163,explore,38.3,316.6,235.2,90.95652173913044
164,explore,43.4,315.9,235.8,90.95652173913044
165,explore,46.3,315.2,237.3,91.3913043478261
166,explore,37.3,314.8,238.4,91.3913043478261
167,explore,33.0,315.0,238.8,91.56521739130434
168,explore,48.5,314.5,239.9,91.65217391304347
169,explore,37.1,314.0,240.6,91.82608695652173
170,explore,37.8,314.1,240.8,91.91304347826085
171,explore,46.2,314.3,241.3,91.99999999999999
172,explore,28.9,314.5,242.2,92.08695652173913
173,explore,46.8,314.5,243.3,92.17391304347827
174,explore,42.4,314.7,244.2,92.43478260869566
175,explore,42.0,314.6,245.4,92.5217391304348
176,explore,41.1,314.5,245.9,92.5217391304348
177,explore,46.6,314.0,246.3,92.5217391304348
178,explore,27.9,313.9,246.6,92.60869565217392
179,explore,45.5,313.7,247.2,92.69565217391307
180,explore,47.2,313.4,248.0,92.7826086956522
181,explore,41.1,313.3,248.7,93.04347826086958
182,explore,38.1,313.2,249.0,93.1304347826087
183,explore,45.0,312.3,249.1,93.1304347826087
184,explore,45.7,312.9,249.4,93.21739130434783
185,explore,39.0,312.4,249.7,93.21739130434783
186,explore,39.3,313.5,250.3,93.21739130434783
187,explore,40.0,313.5,251.0,93.65217391304348
188,explore,42.1,313.2,251.6,93.73913043478261
189,explore,43.2,313.0,252.0,93.82608695652175
