trial,phase,steps,numerosity,reliable,knowledge
0,explore,16.4,11.0,0.0,0.0
1,explore,28.9,27.5,0.0,0.0
2,explore,46.7,47.5,0.0,0.0
3,explore,35.0,59.6,0.2,0.47619047619047616
4,explore,32.1,67.5,0.5,0.47619047619047616
5,explore,32.3,75.4,0.6,0.47619047619047616
6,explore,34.2,85.1,0.8,0.47619047619047616
7,explore,30.2,90.3,1.0,0.47619047619047616
8,explore,37.7,94.4,1.8,0.47619047619047616
9,explore,45.8,98.9,3.3,0.9523809523809523
10,explore,41.9,100.5,5.0,0.9523809523809523
11,explore,38.2,102.3,6.7,1.9047619047619047
12,explore,44.5,104.9,8.7,3.8095238095238093
13,explore,40.0,105.3,11.0,4.285714285714286
14,explore,42.4,106.6,13.9,9.047619047619046
15,explore,42.2,107.4,17.3,13.80952380952381
16,explore,46.3,108.0,22.9,20.952380952380953
17,explore,27.7,108.1,25.3,24.76190476190476
18,explore,43.3,108.0,29.7,30.476190476190474
19,explore,41.4,107.8,32.5,34.76190476190476
20,explore,45.2,107.7,36.0,41.42857142857142
21,explore,33.9,107.5,38.5,45.71428571428571
22,explore,35.4,107.1,41.7,52.38095238095237
23,explore,33.7,107.2,45.4,59.52380952380953
24,explore,37.9,107.0,48.1,62.857142857142854
25,explore,41.4,107.8,52.1,68.09523809523809
26,explore,26.7,107.8,53.1,68.57142857142856
27,explore,43.0,108.0,55.7,72.38095238095237
28,explore,29.5,108.0,57.0,73.33333333333334
29,explore,44.5,107.8,58.2,75.23809523809524
30,explore,27.2,108.1,58.8,76.19047619047619
31,explore,36.8,108.1,60.5,79.04761904761905
32,explore,36.9,108.1,62.0,79.52380952380952
33,explore,32.5,107.6,63.9,80.0
34,explore,38.0,107.4,65.5,80.95238095238096
35,explore,32.1,106.8,66.6,82.38095238095238
36,explore,27.5,106.9,67.2,82.85714285714286
37,explore,28.9,106.7,67.7,83.33333333333334
38,explore,28.8,106.3,68.2,83.33333333333334
39,explore,27.7,106.1,69.0,84.76190476190474
40,explore,36.6,105.4,69.8,84.76190476190474
41,explore,30.1,105.3,70.3,84.76190476190474
42,explore,35.3,105.1,71.2,86.66666666666666
43,explore,34.2,104.8,71.8,87.14285714285714
44,explore,29.7,104.6,72.7,87.61904761904762
