trial,phase,steps,numerosity,reliable,knowledge
0,explore,23.1,16.8,0.0,0.0
1,explore,29.8,39.2,0.0,0.0
2,explore,29.1,59.5,0.0,0.0
3,explore,41.6,87.3,0.0,0.0
4,explore,34.2,110.0,0.0,0.0
5,explore,31.5,129.5,0.0,0.0
6,explore,46.3,151.9,0.0,0.0
7,explore,20.9,162.7,0.0,0.0
8,explore,26.0,176.1,0.0,0.0
9,explore,35.4,191.2,0.0,0.0
10,explore,40.2,209.4,0.2,0.0
11,explore,36.8,222.5,0.3,0.0
12,explore,39.8,237.6,0.7,0.0
13,explore,43.0,249.6,1.4,0.0
14,explore,38.8,265.2,2.0,0.0
15,explore,34.9,275.2,2.8,0.08695652173913045
16,explore,38.5,286.7,3.6,0.08695652173913045
17,explore,45.2,297.7,4.4,0.1739130434782609
18,explore,38.3,306.4,4.7,0.2608695652173913
19,explore,44.0,312.1,5.7,0.5217391304347826
20,explore,34.8,316.5,6.5,0.5217391304347826
21,explore,31.2,318.4,7.5,0.7826086956521741
22,explore,48.2,325.2,8.6,1.1304347826086958
23,explore,34.4,327.3,9.2,1.2173913043478262
24,explore,40.8,329.9,10.0,1.4782608695652175
25,explore,38.3,331.3,10.9,1.7391304347826089
26,explore,43.2,333.5,11.9,2.3478260869565224
27,explore,31.3,336.3,12.2,2.3478260869565224
28,explore,42.7,340.0,12.8,2.5217391304347827
29,explore,44.6,342.9,13.3,2.7826086956521743
30,explore,29.9,344.4,13.8,2.956521739130435
31,explore,29.4,344.5,14.5,3.1304347826086962
32,explore,45.9,346.3,15.2,3.4782608695652177
33,explore,44.9,348.4,16.5,3.8260869565217397
34,explore,35.2,349.9,16.9,4.000000000000001
35,explore,35.4,351.4,17.4,4.260869565217392
36,explore,41.2,352.3,17.8,4.434782608695654
37,explore,36.8,352.5,18.7,4.9565217391304355
38,explore,37.5,352.5,19.9,5.304347826086958
39,explore,34.0,353.1,20.9,6.000000000000001
40,explore,39.9,353.3,21.8,6.521739130434784
41,explore,36.9,353.7,23.0,6.9565217391304355
42,explore,43.7,354.2,23.8,7.565217391304349
43,explore,36.9,354.9,24.2,8.000000000000002
44,explore,47.9,354.2,25.7,8.782608695652174
45,explore,39.4,354.2,26.5,9.217391304347826
46,explore,42.0,354.2,27.6,9.826086956521742
47,explore,40.2,353.7,28.6,10.347826086956523
48,explore,32.5,353.4,28.8,10.434782608695652
49,explore,38.1,353.6,29.9,11.217391304347828
50,explore,36.0,353.3,31.5,12.0
51,explore,37.8,352.6,32.4,12.521739130434785
52,explore,41.6,351.7,33.7,13.217391304347824
53,explore,39.4,351.8,35.5,14.086956521739129
54,explore,45.3,351.1,37.2,14.956521739130434
55,explore,47.8,351.1,38.7,15.91304347826087
56,explore,38.6,350.9,39.6,16.43478260869565
57,explore,48.8,350.3,41.9,18.0
58,explore,34.7,350.3,42.7,18.608695652173914
59,explore,40.7,350.0,44.4,19.65217391304348
60,explore,42.9,349.0,46.5,21.043478260869563
61,explore,42.7,349.0,49.0,22.695652173913043
62,explore,36.2,349.3,50.8,23.82608695652174
63,explore,40.8,348.3,52.4,24.69565217391304
64,explore,35.1,348.2,54.5,25.913043478260867
65,explore,49.2,348.2,57.5,27.217391304347824
66,explore,43.4,347.4,59.5,28.17391304347826
67,explore,34.6,346.7,60.7,28.8695652173913
68,explore,39.0,345.8,62.3,29.739130434782613
69,explore,42.6,345.2,63.8,30.782608695652176
70,explore,39.8,344.0,64.8,31.391304347826086
71,explore,40.9,344.0,67.7,33.21739130434781
72,explore,44.8,343.4,69.5,34.17391304347826
73,explore,37.1,342.6,71.9,35.30434782608695
74,explore,37.3,341.5,74.4,36.173913043478265
75,explore,46.1,340.5,77.4,37.73913043478261
76,explore,46.5,340.0,80.3,39.56521739130436
77,explore,44.7,338.9,82.6,40.78260869565217
78,explore,39.7,338.4,83.5,41.21739130434783
79,explore,45.2,337.8,85.7,42.086956521739125
80,explore,39.3,336.6,87.4,43.130434782608695
81,explore,45.2,335.6,88.6,43.652173913043484
82,explore,40.9,334.6,90.7,44.69565217391305
83,explore,45.2,333.5,93.4,45.82608695652174
84,explore,39.5,332.5,95.2,46.60869565217392
85,explore,43.5,332.2,96.6,47.04347826086956
86,explore,47.4,331.2,99.4,48.173913043478265
87,explore,36.0,330.7,100.9,48.69565217391305
88,explore,42.8,330.0,102.3,49.47826086956522
89,explore,35.3,329.2,103.3,50.00000000000001
90,explore,34.7,328.9,105.3,51.1304347826087
91,explore,39.8,328.8,107.6,51.913043478260875
92,explore,32.6,328.4,108.7,52.43478260869565
93,explore,38.1,328.2,110.9,53.04347826086956
94,explore,38.6,327.4,111.8,53.47826086956521
95,explore,30.8,326.6,114.1,54.26086956521739
96,explore,45.1,325.6,116.1,55.56521739130434
97,explore,27.9,325.1,117.3,55.999999999999986
98,explore,37.0,324.8,119.5,56.95652173913044
99,explore,33.5,324.6,120.7,57.82608695652175
100,explore,39.6,324.0,122.4,58.69565217391305
101,explore,42.5,323.6,124.1,59.21739130434783
102,explore,45.2,322.7,126.5,59.913043478260875
103,explore,29.2,323.5,127.2,60.2608695652174
104,explore,44.5,323.1,128.6,60.69565217391305
105,explore,37.7,322.9,130.0,61.391304347826086
106,explore,42.7,321.7,131.7,62.08695652173914
107,explore,35.4,321.1,133.3,63.1304347826087
108,explore,37.1,319.9,135.3,63.91304347826086
109,explore,39.3,319.5,137.6,64.69565217391305
110,explore,32.1,318.8,139.0,65.21739130434784
111,explore,36.5,318.6,140.7,65.65217391304348
