trial,phase,steps,numerosity,reliable,knowledge
0,explore,38.0,28.3,0.0,0.0
1,explore,40.5,60.6,0.0,0.0
2,explore,41.4,95.6,0.0,0.0
3,explore,45.7,130.2,0.1,0.0
4,explore,39.4,161.7,0.1,0.0
5,explore,43.5,191.2,0.4,0.0
6,explore,40.4,212.7,0.5,0.0
7,explore,45.4,237.5,0.9,0.0
8,explore,36.1,257.8,1.6,0.0
9,explore,43.2,283.7,2.2,0.0
10,explore,39.9,304.0,2.6,0.0
11,explore,49.1,323.5,4.1,0.2054794520547945
12,explore,47.9,340.8,5.0,0.273972602739726
13,explore,41.1,356.7,5.7,0.34246575342465746
14,explore,50.0,375.9,7.3,0.410958904109589
15,explore,44.9,390.1,8.2,0.4794520547945205
16,explore,49.4,406.6,8.6,0.6164383561643836
17,explore,47.0,420.4,9.3,0.6849315068493151
18,explore,37.3,429.9,10.5,0.821917808219178
19,explore,45.6,437.3,11.6,0.9589041095890412
20,explore,42.0,444.7,12.0,1.0273972602739727
21,explore,30.6,447.6,12.5,1.1643835616438356
22,explore,44.1,454.7,13.0,1.3698630136986305
23,explore,48.0,462.8,14.0,1.643835616438356
24,explore,48.1,471.4,15.3,2.1917808219178077
25,explore,46.8,476.5,16.1,2.5342465753424657
26,explore,46.8,482.8,17.5,2.876712328767124
27,explore,40.8,489.4,18.2,3.0136986301369864
28,explore,44.6,493.2,18.6,3.0821917808219177
29,explore,48.8,496.4,19.0,3.0821917808219177
30,explore,45.4,500.0,19.9,3.493150684931506
31,explore,48.5,503.5,20.6,3.561643835616438
32,explore,50.0,505.6,21.6,3.972602739726027
33,explore,41.2,507.8,22.7,4.246575342465753
34,explore,39.3,508.3,23.2,4.4520547945205475
35,explore,46.6,509.6,24.3,5.0
36,explore,49.7,510.1,25.6,5.547945205479452
37,explore,44.5,511.8,26.7,5.89041095890411
38,explore,47.1,512.8,28.4,6.438356164383561
39,explore,50.0,512.7,30.3,7.123287671232876
40,explore,46.7,514.5,32.2,7.876712328767122
41,explore,50.0,514.8,33.1,8.21917808219178
42,explore,42.0,515.0,34.3,8.767123287671232
